"table_id","codigo","escuela","region","distrito","municipio_escolar","direccio_fisica","direccion_municipio","direccio_estado","direccion_zipcode","geolocalizacion","telefono","fax","director","zona","estatus_actual","nivel_original","grados_original","grados_posterior","matricula_total","grado_infant","grado_toddler","grado_pk","grado_pke","grado_pkm","grado_k","grado_1","grado_2","grado_3","grado_4","grado_5","grado_6","grado_sge","grado_7","grado_8","grado_9","grado_sgi","grado_10","grado_11","grado_12","grado_sgs","espa_ol_proficiente_avanzado","espa_ol_pre_b_sico","espa_ol_b_sico","espa_ol_proficiente","espa_ol_avanzado","matem_ticas_proficiente_avanzado","matem_ticas_pre_b_sico","matem_ticas_b_sico","matem_ticas_proficiente","matem_ticas_avanzado","ingl_s_proficiente_avanzado","ingl_s_pre_b_sico","ingl_s_b_sico","ingl_s_proficiente","ingl_s_avanzado","bajo_nivel_pobreza"
"929","41566","ROSENDO MATIENZO CINTRON","MAYAGUEZ","CABO ROJO","LAJAS","CARR 117 KM 5.3 BO LAJAS ARRIBA","LAJAS","PR","00667-0000","(18.03933, -67.00951)","899-2015","899-3460","MAGNA E COLLADO MARTINEZ","RURAL","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","135",,,,,,"16","19","25","18","21","21",,"15",,,,,,,,,"72.22","2.22","25.56","32.22","40","74.44","1.11","24.44","27.78","46.67","82.22","4.44","13.33","41.11","41.11","88.55"
"931","78857","RUBEN RODRIGUEZ FIGUEROA","BAYAMON","COROZAL","NARANJITO","CARR #164 BO NUEVO","NARANJITO","PR","7190000","(18.30806, -66.26339)","(787) 869-9126","869-9128","DR. JACINTO ROBLES FERRER","RURAL","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","765",,,,,,,,,,,,,,,,"168",,"105","243","240","9","49.78","12.78","37.44","27.75","22.03","9.65","17.54","72.81","8.33","1.32","50.44","17.98","31.58","21.49","28.95","63.44"
"933","33308","RUFINO VIGO","HUMACAO","LAS PIEDRAS","HUMACAO","CALLE DUCHESNE #113","HUMACAO","PR","00792-0000","(18.15195, -65.82404)","852-3215","285-1930","ROSEMARY LOPEZ PLAZA","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 5, PKEE, EEE","370",,,,"4",,"42","66","63","56","58","48",,"33",,,,,,,,,"20.39","33.01","46.60","9.71","10.68","52.43","10.68","36.89","30.10","22.33","35.92","18.45","45.63","20.39","15.53","92.98"
"934","27557","RUTH EVELYN CRUZ SANTOS","CAGUAS","CIDRA","CIDRA","CARR 171 Km 1.0 BO. SUD","CIDRA","PR","00739-0000","(18.16772, -66.16267)","739-3011","739-3740","PEDRO E. RUIZ GONZALEZ","RURAL","SI","SUPERIOR","12-Oct","12-Oct","816",,,,,,,,,,,,,,,,"184",,"185","229","218",,"38.57","15.70","45.74","22.87","15.70","12.11","21.52","66.37","1.35","10.76","34.53","33.63","31.84","18.39","16.14","64.98"
"935","51656","RUTHERFORD B HAYES","PONCE","SANTA ISABEL","JUANA DIAZ","CALLE COMERCIO CARR 14","JUANA DIAZ","PR","00795-0000","(18.05122, -66.50303)","837-2336","837-2336","MADELINE BONET ECHEVARRIA","URBANA","SI","ELEMENTAL","4 - 6 , EEE","4 - 6 , EEE","355",,,,,,,,,,"96","114","115","30",,,,,,,,,"51.61","11.73","36.66","28.15","23.46","34.60","19.06","46.33","24.63","9.97","36.66","25.51","37.83","24.63","12.02","71.83"
"936","62174","RVDO FELIX CASTRO RODRIGUEZ","SAN JUAN","CAROLINA","CAROLINA II","CALLE 612 AVE CAMPO RICO FINAL","CAROLINA","PR","9840000","(18.41931, -65.95964)","752-0225","752-0225","VIVIAN AVILA","URBANA","SI","INTERMEDIO","9-Jul","9-Jul","252",,,,,,,,,,,,,,"126","126",,,,,,,"49.80","5.58","44.62","26.29","23.51","11.16","15.94","72.91","8.76","2.39","49","23.11","27.89","29.88","19.12","58.73"
"939","58248","SABINO RIVERA BERRIOS","PONCE","SANTA ISABEL","COAMO","CARR 723 KM 7.4 BARRIO PULGUILLA","COAMO","PR","7690000","(18.15316, -66.34056)","857-4595","857-4595","VACANTE","RURAL","SI","ELEMENTAL","K - 6","K - 9, EEE","212",,,,,,"23","20","11","29","21","27","24","2","20","20","15",,,,,,"78","2","20","32","46","72","0","28","30","42","46","10","44","40","6","79.90"
"940","60442","SALVADOR BRAU (INTERMEDIA)","SAN JUAN","CAROLINA","CAROLINA I","CARR. 853, K.6. H.0","CAROLINA","PR","00985-0000","(18.33399, -65.95122)","750-0305","750-0305","FERMARIE PEREZ LOPEZ","RURAL","SI","INTERMEDIO","9-Jul","6 - 12, EEI, EES","265",,,,,,,,,,,,"22",,"72","58","62",,"38","13",,,"40.85","19.01","40.14","24.65","16.20","3.50","28.67","67.83","2.10","1.40","20.98","39.86","39.16","15.38","5.59","89.43"
"941","28084","SALVADOR BRAU ELEMENTAL","CAGUAS","CIDRA","CAYEY","JARDINES I CALLE 13 FINAL","CAYEY","PR","7360000","(18.11371, -66.15651)","738-3190","263-6242","LIZZETTE COLON BENITEZ","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","300",,,,,,"46","38","53","57","55","51",,,,,,,,,,,"54.69","8.33","36.98","27.60","27.08","57.45","6.91","35.64","35.11","22.34","35.08","16.75","48.17","21.99","13.09","64.56"
"942","45468","SALVADOR FUENTES","MAYAGUEZ","AGUADILLA","AGUADILLA","CALLE NORTH EAST,EDIF.611 RAMEY","AGUADILLA","PR","00604-0296","(18.5025, -67.13191)","890-5600","890-1185","CHARLENE GREENE","RURAL","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","213",,,,,,,,,,,,,,,,,,"89","57","48","19","24.56","12.28","63.16","17.54","7.02","3.51","28.07","68.42","1.75","1.75","28.07","15.79","56.14","15.79","12.28","76.92"
"944","62927","SAN AGUSTIN","SAN JUAN","SAN JUAN II","SAN JUAN III","CALLE 6, EXT. SAN AGUSTIN","SAN JUAN","PR","00924-0000","(18.39364, -66.037)","765-6946","765-6946","DORELIS REBOLLO OYOLA","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","286",,,,,,"50","50","44","37","48","46",,"11",,,,,,,,,"47.01","9.70","43.28","26.87","20.15","65.67","2.99","31.34","29.85","35.82","26.87","29.10","44.03","15.67","11.19","75.46"
"945","64410","SAN MARTIN (ANGELES PASTOR)","SAN JUAN","SAN JUAN II","SAN JUAN III","URB SAN MARTIN CALLE LUIS PARDO","SAN JUAN","PR","00929-0730","(18.39359, -66.00428)","768-3016","762-8045","CARMEN M. TORRES MERCADO","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","205",,,,,,"22","35","38","38","28","34",,"10",,,,,,,,,"63.77","11.59","24.64","31.88","31.88","40.15","10.95","48.91","29.20","10.95","40.15","22.63","37.23","29.93","10.22","91.37"
"946","51482","SAN PATRICIO","PONCE","UTUADO","JAYUYA","CARR 139 KM 7 MH 6 BO SAN PATRICIO","JAYUYA","PR","-664","(18.15741, -66.64385)","259-0112","289-0112","OLGA L. ARROYO GARCIA","RURAL","SI","ELEMENTAL","K - 6","K - 5","150",,,,,,"25","27","29","20","28","21",,,,,,,,,,,"73.68","0","26.32","36.84","36.84","97.22","0","2.78","11.11","86.11","72.22","2.78","25","16.67","55.56","89.63"
"947","71878","SAN VICENTE","ARECIBO","VEGA ALTA","VEGA BAJA","URB SAN VICENTE 82 CALLE 10","VEGA BAJA","PR","00693-0000","(18.45529, -66.38282)","807-6034","807-6034","MARCOS A. DAVILA OTERO","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","265",,,,,,"39","42","48","45","40","48",,"3",,,,,,,,,"50.89","10.06","39.05","26.04","24.85","44.05","11.31","44.64","27.98","16.07","44.31","13.17","42.51","29.94","14.37","79.67"
"948","75770","SANTA ROSA III","SAN JUAN","GUAYNABO","GUAYNABO","CARR 833 KM 11 HM 6 BO SANTA ROSA III","GUAYNABO","PR","00970-0000","(18.37089, -66.13491)","720-2718","720-2718","YANIRA COLBERG","URBANA","SI","ELEMENTAL","PK - 6 , EEE","PK - 6 , EEE","268",,"1","8",,"1","58","42","40","34","25","39",,"20",,,,,,,,,"84.35","0","15.65","22.45","61.90","82.99","0.68","16.33","30.61","52.38","89.73","0.68","9.59","45.21","44.52","72.52"
"949","57026","SANTA TERESITA","PONCE","PONCE","PONCE I","CALLE 23 URB SANTA TERESITA","PONCE","PR","00731-0000","(18.03116, -66.60784)","841-4949","841-4950","DRA. MARIA DE L. VELEZ ESCOBALES","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","222",,,,,,"20","40","38","31","36","36",,"21",,,,,,,,,"75.21","5.98","18.80","31.62","43.59","64.10","5.98","29.91","32.48","31.62","43.59","15.38","41.03","29.06","14.53","91.35"
"950","30098","SANTIAGO IGLESIAS  PANTIN","HUMACAO","FAJARDO","CEIBA","URB ROSSY VALLEY CALLE FRANCISCO GAUTIER","CEIBA","PR","00735-0000","(18.26489, -65.64617)","885-3200","885-2924","DOUGLASJ. MELENDEZ CRUZ","URBANA","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","510",,,,,,,,,,,,,,,,"163",,"124","95","86","42","25","21.88","53.13","16.67","8.33","7.37","25.26","67.37","2.11","5.26","41.05","24.21","34.74","23.16","17.89","79.42"
"951","62646","SANTIAGO IGLESIAS PANTIN","SAN JUAN","SAN JUAN II","SAN JUAN IV","CALLE URDIALES, ESQ. FLANDES, SAN JOSE","SAN JUAN","PR","00924-0000","(18.42162, -66.03485)","767-8721","767-7759","ALBERT CONTRERAS MARTINEZ","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 8, EEE","332",,,,,,"33","29","26","15","25","40","33","29","46","56",,,,,,,"30","30","40","14.44","15.56","25.56","13.33","61.11","11.11","14.44","13.64","39.77","46.59","9.09","4.55","95.27"
"953","75788","SANTIAGO IGLESIAS PANTIN","SAN JUAN","GUAYNABO","GUAYNABO","CALLE JOSE A TORRES CINTRON URB SANTIAGO IGLESIAS","SAN JUAN","PR","00921-0000","(18.38041, -66.10136)","783-1645","783-4385","CARMEN CIVIDANES","URBANA","SI","ELEMENTAL","PK - 6 , EEE","PK - 6 , EEE","467",,,,,"30","56","70","79","61","59","72",,"40",,,,,,,,,"44.12","13.03","42.86","28.99","15.13","49.37","10.55","40.08","32.07","17.30","27","23.21","49.79","19.41","7.59","83.68"
"954","53702","SANTIAGO NEGRONI","PONCE","YAUCO","YAUCO","4 AVE BARBOSA","YAUCO","PR","00698-0000","(18.03154, -66.8483)","856-1830","856-1830","VACANTE","URBANA","SI","ELEMENTAL","K - 6","K - 6","255",,,,,,"50","50","44","38","30","43",,,,,,,,,,,"67.89","5.50","26.61","31.19","36.70","77.06","1.83","21.10","37.61","39.45","44.95","11.01","44.04","19.27","25.69","61.83"
"955","34355","SANTIAGO TORRES","HUMACAO","LAS PIEDRAS","LAS PIEDRAS","BO TEJAS,  SECTOR MONTELLANOS ; CALLE EULOGIO REYES, URB APRIL GARDEN","LAS PIEDRAS","PR","00771-0000","(18.17193, -65.87413)","733-1454","733-1290","JULIO DIAZ CARABALLO","RURAL","SI","INTERMEDIO","7 - 9 , EEI","6 - 8, EEI","248",,,,,,,,,,,,"105",,"57","79",,"7",,,,,"25.19","39.15","35.66","17.83","7.36","1.16","47.67","51.16","1.16","0","18.75","50.78","30.47","14.06","4.69","83.81"
"956","44511","SEBASTIAN PABON ALVES (COROZO)","MAYAGUEZ","CABO ROJO","CABO ROJO","CARR 301 KM 7 HM 4 SECT COROZO","CABO ROJO","PR","6231322","(17.98145, -67.18523)","255-2028","254-2525","WALESKA SANTIAGO RODRIGUEZ","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","195",,,,,,"16","25","21","25","19","21","18",,"30","20",,,,,,,"55.73","8.40","35.88","35.88","19.85","35.88","18.32","45.80","16.79","19.08","39.69","16.79","43.51","28.24","11.45","81.38"
"957","48306","SEGUNDA UNIDAD BO PUERTO REAL","MAYAGUEZ","CABO ROJO","CABO ROJO","CARR PR308 KM 5.3 SECTOR PR","CABO ROJO","PR","6230000","(18.08519, -67.18775)","851-3500","851-3500","LUIS CORIANO MEDINA","RURAL","SI","SEGUNDA UNIDAD","PK - 9 , EEE - EEI","K - 9, EEE, PKEE, EEI","494",,,"12",,,"55","61","52","47","42","66","58","12","47","42",,,,,,,"40.44","13.78","45.78","27.11","13.33","21.78","21.33","56.89","16.89","4.89","32","28","40","21.33","10.67","83.26"
"958","41061","SEGUNDO RUIZ BELVIS","MAYAGUEZ","MAYAGUEZ","HORMIGUEROS","16 CALLE SEGUNDO RUIZ BELVIS","HORMIGUEROS","PR","00660-0010","(18.13867, -67.12627)","849-2610","849-1820","CARMEN N GREENE","URBANA","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","767",,,,,,,,,,,,,,,,"215",,"197","185","161","9","59.41","4.12","36.47","35.88","23.53","7.06","18.24","74.71","4.71","2.35","61.18","14.12","24.71","25.88","35.29","57.10"
"959","42085","SEGUNDO RUIZ BELVIS","MAYAGUEZ","MAYAGUEZ","MAYAGUEZ","AVE GONZALEZ CLEMENTE RES CARMEN","MAYAGUEZ","PR","00681-0000","(18.19461, -67.15433)","832-5078","832-5078","SOCORRO M CINTRON","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","239",,,,,,"35","33","27","21","27","33","14","49",,,,,,,,,"28.32","19.47","52.21","18.58","9.73","29.20","11.50","59.29","22.12","7.08","23.01","28.32","48.67","19.47","3.54","94.09"
"961","47357","SEVERO E COLBERG RAMIREZ","MAYAGUEZ","CABO ROJO","CABO ROJO","102 AVE PEDRO ALBIZU CAMPOS","CABO ROJO","PR","00623-0000","(18.0869, -67.15245)","255-2720","255-2760","NYDIA ACOSTA RAMOS","RURAL","SI","ELEMENTAL","PK - 6 , EEE","PK - 6 , EEE","421",,,,,,"52","67","51","77","78","78",,"18",,,,,,,,,"46.49","15.05","38.46","26.76","19.73","35.79","12.04","52.17","21.74","14.05","36.36","19.19","44.44","22.56","13.80","79.54"
"962","75234","SILVESTRE MARTINEZ","BAYAMON","COROZAL","NARANJITO","CARR 826 KM 12 HM 1 BO GUADIANA COM LAGO LA PLATA","NARANJITO","PR","00719-0000","(18.32214, -66.22565)","869-1266","869-7384","ELSA OTERO RIVERA","RURAL","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","300",,,,,,"70","57","42","45","41","45",,,,,,,,,,,"91.60","0","8.40","24.43","67.18","87.79","2.29","9.92","8.40","79.39","87.02","0.76","12.21","30.53","56.49","71.59"
"963","25312","SIMON MADERA","CAGUAS","GUAYAMA","GUAYAMA","CALLE McARTHUR","GUAYAMA","PR","00785-0000","(17.98261, -66.11867)","864-0766","866-3763","LINDA I. SANTIAGO DONES","URBANA","SI","ELEMENTAL","K - 6","K - 6","321",,,,,,"39","47","46","40","37","40","43",,"29",,,,,,,,"65.24","4.81","29.95","29.41","35.83","51.34","2.67","45.99","29.41","21.93","79.03","2.15","18.82","39.25","39.78","50.65"
"966","56085","SOR ISOLINA FERRE","PONCE","PONCE","PONCE II","CALLE SOLIMAR URB VILLA DEL CARMEN","PONCE","PR","00734-0067","(17.97787, -66.60445)","840-6075","840-5503","MICHELETTE QUINONES LOPEZ","URBANA","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","416",,,,,,,,,,,,"143",,"119","130",,"24",,,,,"46.85","16.62","36.52","28.97","17.88","4.05","38.23","57.72","3.29","0.76","38.73","25.06","36.20","23.29","15.44","76.10"
"967","66316","SOTERO FIGUEROA","SAN JUAN","SAN JUAN I","SAN JUAN II","AVE PALMA REAL Y FORDHAM","SAN JUAN","PR","00927-0000","(18.40382, -66.06068)","765-8132","751-1064","FRANKIE TORRES","URBANA","SI","INTERMEDIO","9-Jul","9-Jul","410",,,,,,,,,,,,"180",,"95","135",,,,,,,"71.57","2.61","25.82","30.39","41.18","27.12","10.46","62.42","18.63","8.50","67.32","10.13","22.55","33.01","34.31","50.73"
"968","56820","STELLA MARQUEZ","CAGUAS","GUAYAMA","SALINAS","CALLE UNION FINAL","SALINAS","PR","00751-0000","(17.9731, -66.29647)","824-3357","824-0391","ARLENE D. SANTIAGO ORTIZ","URBANA","SI","SUPERIOR","12-Oct","12-Oct","382",,,,,,,,,,,,,,,,"101",,"98","90","93",,"27.40","23.29","49.32","17.81","9.59","0","27.40","72.60","0","0","30.14","43.84","26.03","15.07","15.07","75.20"
"970","72090","SU  ALMIRANTE NORTE","ARECIBO","VEGA ALTA","VEGA BAJA","CARR 160 KM 4 HM 3 BO ALMIRANTE NORTE","VEGA BAJA","PR","00694-7004","(18.40873, -66.36765)","855-0931","855-0931","JORGE L. ACOSTA IRIZARRY","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEI","K - 8, EEE, EEI","522",,,"15",,,"45","32","40","46","49","49","62",,"91","77",,"16",,,,,"43.43","15.49","41.08","18.86","24.58","22.26","23.97","53.77","14.73","7.53","25.86","32.76","41.38","16.90","8.97","89.43"
"971","71340","SU ADOLFO GARCIA","BAYAMON","COROZAL","NARANJITO","CARR 165 KM 1 HM 9 BO LOMAS","NARANJITO","PR","00719-0000","(18.32437, -66.26702)","869-4008","869-4008","YARILIS SANTIAGO RAMOS","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE","K - 9 , EEE","301",,,,,,"25","26","37","35","26","34","43","8","30","37",,,,,,,"32.39","22.54","45.07","20.19","12.21","20.28","27.83","51.89","11.32","8.96","26.76","31.46","41.78","20.19","6.57","85.81"
"972","34199","SU AGAPITO LOPEZ FLORES","HUMACAO","LAS PIEDRAS","HUMACAO","URB VERDE MAR CALLE 6","PUNTA SANTIAGO, HUMACAO","PR","00741-0000","(18.161, -65.75979)","852-6494","850-0263","ZUGEILYS ORTIZ BELTRAN","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","349",,,,,,"25","36","37","41","20","38","49",,"49","54",,,,,,,"37.40","17.72","44.88","20.08","17.32","16.93","25.98","57.09","9.06","7.87","26.88","37.55","35.57","19.37","7.51","81.12"
"973","44891","SU ALFREDO DORRINGTON","MAYAGUEZ","MAYAGUEZ","HORMIGUEROS","URB VALLE HERMOSO 34 CALLE FLAMBOYAN","HORMIGUEROS","PR","6600010","(18.14859, -67.1453)","806-0185","832-5755","MILTON ROSAS GAUD","URBANA","SI","SEGUNDA UNIDAD","PK - 9","PK - 9","313",,,"8",,,"23","27","27","21","26","44","26",,"60","51",,,,,,,"30.36","21.43","48.21","21.43","8.93","17.04","21.52","61.43","12.56","4.48","26.01","40.36","33.63","17.49","8.52","73.09"
"975","12724","SU ANA JOAQUINA ORTIZ ORTIZ","BAYAMON","OROCOVIS","OROCOVIS","CARR 156 KM 6 HM 2 BO BOTIJAS 2","OROCOVIS","PO BOX 136","00720-0000","(18.21376, -66.35607)","867-2180","867-0525","IDA OCASIO MIRANDA","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEI","K - 9 , EEI","187",,,,,,"17","18","21","14","25","14","27","2","23","20",,"6",,,,,"68","4.80","27.20","23.20","44.80","56.80","2.40","40.80","32.80","24","41.60","6.40","52","30.40","11.20","75"
"976","32680","SU ANDRES SANDIN","HUMACAO","YABUCOA","YABUCOA","CARR 906 KM 2.5 BO AGUACATE","YABUCOA","PR","00767-0000","(18.08559, -65.8468)","893-1070","893-1070","ANNETTE DEL MORAL ROSARIO","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEI","K - 9 , EEI","341",,,,,,"24","32","22","27","34","28","42",,"48","81",,"3",,,,,"39.02","18.56","42.42","22.35","16.67","9.09","26.89","64.02","6.44","2.65","21.97","35.23","42.80","15.53","6.44","72.64"
"977","11932","SU ANGELICA DELGADO","ARECIBO","CAMUY","LARES","CARR 129 KM 135 BARRIO BUENOS AIRES SEC LA AMERICA","LARES","PR","00669-0000","(18.26961, -66.85241)","897-1905","897-1915","BLANCA I GONZALEZ NEGRON","RURAL","SI","ELEMENTAL","PK - 6","PK - 6","427",,,"16",,,"35","41","55","46","56","43","53","14","41","27",,,,,,,"59.85","7.34","32.82","26.25","33.59","51.74","9.65","38.61","27.80","23.94","64.73","10.85","24.42","39.92","24.81","81.27"
"978","51458","SU ANTONIA SERRANO GONZALEZ","PONCE","UTUADO","JAYUYA","CARR 141 KM 11 HM 1 BO MAMEYES","JAYUYA","PR","00664-0000","(18.26075, -66.57882)","828-1285","828-2278","MYRIAM SANTIAGO DOTIL","RURAL","SI","SEGUNDA UNIDAD","PK - 9 , EEE","PK - 9 , EEE","190",,,"7",,,"19","16","27","18","21","28","15","3","20","16",,,,,,,"60.34","6.90","32.76","25.86","34.48","31.90","14.66","53.45","12.07","19.83","34.48","22.41","43.10","26.72","7.76","89.71"
"979","41020","SU ANTONIO ACARON CORREA","MAYAGUEZ","CABO ROJO","CABO ROJO","CARR 102 KM 21 HM 9 BO MONTE GRANDE","CABO ROJO","PR","6231315","(18.08766, -67.13108)","851-3383","851-3383","ADA PADILLA COMAS","RURAL","SI","SEGUNDA UNIDAD","42979","42979","351",,,,,,"25","26","26","30","29","31","45",,"81","58",,,,,,,"57.41","6.67","35.93","27.41","30","17.78","17.41","64.81","12.59","5.19","52.96","15.19","31.85","30","22.96","58.67"
"980","51441","SU ANTONIO ROMERO MUNIZ","PONCE","UTUADO","JAYUYA","CARR 140 KM 16 HM 0 BO COLLORES","JAYUYA","PR","00664-0000","(18.19782, -66.62139)","828-2144","828-2169","MARIA M. CORDERO RIVERA","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","267",,,,,,"20","29","24","27","25","20","44",,"35","43",,,,,,,"34.52","19.80","45.69","23.35","11.17","18.27","29.95","51.78","11.68","6.60","23.98","35.20","40.82","20.92","3.06","89.58"
"982","32433","SU ASUNCION LUGO","HUMACAO","YABUCOA","YABUCOA","CARR 701 BO CAMINO NUEVO","YABUCOA","PR","00767-1514","(18.03649, -65.84665)","893-2626","893-2626","EDUARDO MEDINA APONTE","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE","K - 9 , EEE","217",,,,,,"15","24","28","33","10","26","25","4","29","22",,"1",,,,,"36.84","15.13","48.03","20.39","16.45","19.74","25","55.26","9.87","9.87","19.08","36.18","44.74","14.47","4.61","83.09"
"983","17749","SU BARRIO SABANA HOYOS (NUEVA)","ARECIBO","ARECIBO","ARECIBO II","CARR 639 KM 3 HM 2 BO. SABANA HOYOS","ARECIBO","PR","6880000","(18.40143, -66.60302)","815-9087",,"DELIA COLON","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE","k - 8","593",,,,,,"50","46","53","65","59","78","82","6","78","71",,"5",,,,,"57.81","7.81","34.38","31.25","26.56","35.71","8.26","56.03","19.64","16.07","50.89","15.85","33.26","34.38","16.52","83.45"
"984","20172","SU BAYAMONCITO","CAGUAS","CIDRA","AGUAS BUENAS","CARR 156 KM 42 HM 3, BO. BAYAMONCITO","AGUAS BUENAS","PR","00703-0000","(18.23688, -66.16217)","732-7160","732-0440","MARIA AQUINO","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","288",,,,,,"16","21","13","15","20","19","45",,"55","46","38",,,,,,"55.31","8.94","35.75","27.37","27.93","25.70","15.64","58.66","13.97","11.73","44.69","21.23","34.08","26.82","17.88","79.65"
"985","43729","SU BERNALDO MENDEZ JIMENEZ","MAYAGUEZ","SAN SEBASTIAN","SAN SEBASTIAN","CARR 125 KM 1 HM 5 BO HATO ARRIBA","SAN SEBASTIAN","PR","00685-0000","(18.36094, -67.03254)","896-5980","896-5980","JUDITH SOTO CENTENO","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","416",,,,,,"19","16","29","27","34","47","66",,"89","89",,,,,,,"31.10","21.65","47.26","19.21","11.89","14.02","32.01","53.96","11.59","2.44","34.77","24.62","40.62","21.23","13.54","82.11"
"986","12518","SU BONIFACIO ALVARADO","BAYAMON","OROCOVIS","OROCOVIS","CARR 143 KM 41 HM 8 BO BERMEJALES","OROCOVIS","PO BOX 1202","00720-0000","(18.17448, -66.43287)","867-4633","867-0765","JOSE T. APONTE MELENDEZ","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","190",,,,,,"22","21","22","25","21","21","20",,"19","19",,,,,,,"86.15","3.85","10","28.46","57.69","70.77","1.54","27.69","36.15","34.62","76.15","0.77","23.08","50.77","25.38","75.82"
"987","12716","SU BOTIJAS I","BAYAMON","OROCOVIS","OROCOVIS","CARR 568 KM 5 HM 5 BO BOTIJAS I","OROCOVIS","PO BOX 2115","00720-0000","(18.24139, -66.36643)","867-2260","867-2260","YOLANDA TORRES RAMIREZ","RURAL","SI","SEGUNDA UNIDAD","PK - 9 , EEE","PK - 9 , EEE","186",,,"10",,,"12","21","18","25","20","20","16","8","17","16",,"3",,,,,"61.21","4.31","34.48","29.31","31.90","38.79","7.76","53.45","25","13.79","68.10","6.03","25.86","47.41","20.69","85.38"
"988","70334","SU CACIQUE MAJAGUA","BAYAMON","BAYAMON","BAYAMON III","CARR 167 RAMAL 829 km 1.4 BO BUENA VISTA","BAYAMON","PR","00956-9611","(18.32943, -66.18746)","797-5480","799-5707","MAYRA B. FLORES BONILLA","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","248",,,,,,"24","20","26","27","25","23","34",,"35","34",,,,,,,"35.52","15.85","48.63","24.04","11.48","20.77","20.22","59.02","16.94","3.83","20.33","39.56","40.11","14.29","6.04","78.10"
"989","22566","SU CARLOS ZAYAS","HUMACAO","YABUCOA","SAN LORENZO","CARR 916 KM 4 HM 4 CERRO GORDO","SAN LORENZO","PR","00754-0000","(18.15569, -65.95272)","736-9633","736-1262","YAHER COSS CRESPO","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEI","K - 9 , EEI","258",,,,,,"24","24","22","18","30","40","34",,"39","27",,,,,,,"37.57","13.76","48.68","23.28","14.29","17.46","19.05","63.49","11.64","5.82","31.75","24.87","43.39","23.28","8.47","78.05"
"990","43752","SU CARMELO SERRANO CUBANO","MAYAGUEZ","SAN SEBASTIAN","SAN SEBASTIAN","CARR 445 KM 3 HM 6 BO SALTOS","SAN SEBASTIAN","PR","-685","(18.37601, -67.00415)","896-6810","280-1365","SOL DE LOURDES RIOS MAURY","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","352",,,,,,"20","23","19","25","30","31","46",,"100","58",,,,,,,"44.76","16.08","39.16","26.92","17.83","19.15","23.05","57.80","12.77","6.38","48.76","16.25","34.98","30.39","18.37","78.78"
"991","41004","SU CARMEN VIGNALS ROSARIO","MAYAGUEZ","CABO ROJO","CABO ROJO","CARR 101 KM 18 HM 5 BO BOQUERON","CABO ROJO","PR","00623-0000","(18.02859, -67.16659)","851-3200","851-3200","ADALINE TROCHE VARONA","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE - EEI","K - 9 , EEE - EEI","265",,,,,,"25","16","20","16","29","22","20","19","33","48",,"17",,,,,"45.29","15.88","38.82","23.53","21.76","18.93","22.49","58.58","11.83","7.10","40.83","28.40","30.77","21.89","18.93","78.84"
"992","20339","SU CARMEN ZENAIDA VEGA (LA PLATA)","CAGUAS","BARRANQUITAS","AIBONITO","CARR 723 RAMAL 728 KM 1 HM 1 BO. LA PLATA","AIBONITO","PR","00786-0161","(18.15173, -66.23225)","735-1277","735-4096","ALICIA RIVERA ZAYAS","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","217",,,,,,"20","26","19","22","23","25","24",,"27","31",,,,,,,"50.33","12.58","37.09","25.83","24.50","31.13","6.62","62.25","19.87","11.26","43.05","25.17","31.79","25.17","17.88","76.19"
