"caso","tr_mite","fecha_de_radicaci_n","a_o_de_radicaci_n","mes_de_radicaci_n","catastro","municipio","direcci_n","regi_n","status","adjudicado_o_pendiente","fecha_de_adjudicaci_n","siglas","x","y","radicado_por_pa","nombre_del_proyecto","publico_o_privado","rural_o_urbano","due_o_del_proyecto","location_1","lat","lon"
"2013-144661-PRA-36661","Rotulos y anuncios","2015-05-06T10:20:00.000","2015","2015.05","045-076-199-10","Aguadilla","Carretera Pr # 2, Km 129.3, N/A, Victoria, Aguadilla","Aguadilla","Expedido","Adjudicado","2015-08-14T00:00:00.000","PRA","124098.856379549","264182.45638634899","No","Aguadilla Medical # 326 Digital Billboard","Privado","Urbano","RAMÓN MONTALVO 00909","(18.4118667377018, -67.1517118496842)","18.4118667377018","-67.151711849684204"
"2012-008186-PRA-36660","Rotulos y anuncios","2015-05-06T10:11:00.000","2015","2015.05","233-016-576-62","Mayagüez","Carr. Pr 2,  Km 152.8, Sec. Algarrobo , Barrio Pueblo, Mayagüez","Aguadilla","Expedido","Adjudicado","2015-08-14T00:00:00.000","PRA","124198.38809588","242247.02346528001","No","University Plaza -303","Privado","Urbano","MANUEL MIRANDA ","(18.213694032185, -67.1499623957439)","18.213694032185","-67.149962395743898"
"2011-030277-API-82692","Planos de Inscripción","2015-05-05T21:07:00.000","2015","2015.05","358-021-095-01","Lajas","# 43 Pr-1101, Calle San Blas, La Haya , Lajas, Lajas","Aguadilla","Expedido","Adjudicado","2015-08-05T00:00:00.000","API","133646.65903519001","224451.82465376001","No","Lajas NSP Residencial de Vivienda de Interes Socia","Público","Urbano","FRANCISCO  GARCIA KREIDLER","(18.0532315314715, -67.0600569025773)","18.0532315314715","-67.060056902577301"
"2011-036176-ARC-20581","Rectificacion de Cabida","2015-05-04T11:05:00.000","2015","2015.05","230-000-004-33","Naguabo","Carr. 973, Km. 3.1, Mariana, Mariana, Naguabo","Humacao","En Subsanación","Pendiente","2015-06-06T00:00:00.000","ARC","276447.103547059","245018.11180457001","No","SEGREGACION DE DOS SOLARES","Privado","Rural","VICTOR LOPEZ ","(18.2387065511636, -65.7105031226847)","18.238706551163599","-65.710503122684699"
"2013-122379-REC-36901","Solicitud de Recomendaciones","2015-05-01T10:45:00.000","2015","2015.05","333-015-090-38","San Germán","Pr - 102, 25.5, Los Toros, Sabana Eneas, San Germán","Aguadilla","Cancelado","Adjudicado","2015-06-12T00:00:00.000","REC","129776.71362826","228092.77198993001","No","Segregacion","Privado","Rural","ENRIQUE TORO ","(18.0860045096594, -67.0967344662473)","18.0860045096594","-67.096734466247298"
"2012-063361-REC-36863","Solicitud de Recomendaciones","2015-04-30T11:34:00.000","2015","2015.04","097-016-008-07","Aguada","N/A 417, 3.3, Luyando, Guanábano, Aguada","Aguadilla","Cancelado","Adjudicado","2015-06-12T00:00:00.000","REC","123858.51788486","259256.754696599","No","Sistema Sanitario Comunidad Luyando","Público","Rural","RAMON BAEZ GONZALEZ","(18.3673627676521, -67.1537999528097)","18.3673627676521","-67.153799952809706"
"2013-193268-REC-36801","Solicitud de Recomendaciones","2015-04-29T16:59:00.000","2015","2015.04","014-000-010-01","Barceloneta","Pr-681 , Km. 16.0, Isla De Roque, Palmas Altas, Barceloneta","Arecibo","En Subsanación","Pendiente",,"REC","185985.633243719","271766.102631299","No","Urb. Isla de Roque Estates","Privado","Urbano","CARLOS  BARENS PEREZ","(18.4816843140624, -66.5660239996423)","18.481684314062399","-66.566023999642297"
"2012-022267-REC-36761","Solicitud de Recomendaciones","2015-04-29T15:23:00.000","2015","2015.04","280-000-007-16","Humacao","Carr 198 , Km 25.1, Sector La Fermina, Mabú, Humacao","Humacao","Cancelado","Adjudicado","2015-06-12T00:00:00.000","REC","261219.897102499","237034.60406109001","No","Segregacion 4 lotes y Rem Israel Diaz Garcia","Privado","Rural","ISRAEL DIAZ GARCIA","(18.1670703724742, -65.8547165807382)","18.1670703724742","-65.854716580738199"
"2013-198856-PRA-36640","Rotulos y anuncios","2015-04-28T15:48:00.000","2015","2015.04","299-000-009-11","Cayey","Carr. 735, 2.7, Monte Llano, Monte Llano, Cayey","Humacao","Cancelado","Adjudicado","2015-07-10T00:00:00.000","PRA","231319.81481271001","232252.11640324901","No","PepeAbad","Privado","Rural","JOSE ABAD ","(18.1245014976575, -66.1373867718161)","18.124501497657501","-66.137386771816097"
"2012-076342-REC-36721","Solicitud de Recomendaciones","2015-04-28T11:47:00.000","2015","2015.04","041-077-016-22","Carolina","Calle Tartak, 0, Isla Verde, Cangrejo Arriba, Carolina","Central","Expedido","Adjudicado","2015-06-05T00:00:00.000","REC","243482.78558093001","267406.68010890001","No","PREPA NIWT BUILDING","Privado","Urbano","JOSE CASILLAS APONTE","(18.4419069511302, -66.0217107140797)","18.4419069511302","-66.021710714079703"
"2013-190382-REC-36701","Solicitud de Recomendaciones","2015-04-27T21:21:00.000","2015","2015.04","119-000-007-58","Río Grande","Carr 967, Km 3.0, Sector 3t, Zarzal, Río Grande","Central","Cancelado","Adjudicado","2015-06-12T00:00:00.000","REC","267206.948223849","257552.48232648001","No","SUCESION DELGADO CRUZ","Privado","Rural","SUCESION DELGADO CRUZ","(18.3522576039419, -65.7974579215193)","18.352257603941901","-65.797457921519296"
"2012-062021-REC-36621","Solicitud de Recomendaciones","2015-04-25T15:00:00.000","2015","2015.04","113-000-005-29","Guaynabo","Ave. Las Cumbres #199, Km. 65, Canta Gallo, Santa Rosa, Guaynabo","Central","Pendiente de Pago","Pendiente",,"REC","231888.27016469001","259286.30061887999","No","Ave. Conector Los Filtros","Público","Urbano","ERNESTO SANTIAGO ","(18.36834958, -66.13092411)","18.36834958","-66.130924109999995"
"2013-172045-REC-36601","Solicitud de Recomendaciones","2015-04-24T11:17:00.000","2015","2015.04","011-000-007-09","Hatillo","Carr Pr-2, Km 84.2, Bo Carrizales, Carrizales, Hatillo","Arecibo","Expedido","Adjudicado","2015-06-10T00:00:00.000","REC","162047.17315946001","271799.641955839","No","FACILIDAD DE TELECOMUNICACIONES CARRIZALES","Privado","Rural","MANUEL AVILES AVILES","(18.4817009156079, -66.7926891295769)","18.481700915607899","-66.7926891295769"
"2012-012427-API-82672","Planos de Inscripción","2015-04-21T11:50:00.000","2015","2015.04","198-077-441-02","Aguas Buenas","Pr Num.156, 53.0, Sector El Perico, Bairoa, Aguas Buenas","Humacao","Cancelado","Adjudicado","2015-05-25T00:00:00.000","API","236711.97929978001","246793.11007933001","No","Segregacion de un solar prop.del sr.Faustino rios","Privado","Urbano","FAUSTINO RIOS NEGRON","(18.2557921831693, -66.0861767268767)","18.255792183169302","-66.086176726876701"
"2013-163622-PRA-36620","Rotulos y anuncios","2015-04-20T17:37:00.000","2015","2015.04","007-078-413-99","Isabela","Carretera  Pr2, Km. 110.6, Bo. Pueblo, Mora, Isabela","Aguadilla","Expedido","Adjudicado","2015-10-19T00:00:00.000","PRA","138736.06519666","271254.28268502001","No","13-D03 Billboard Isabela","Privado","Urbano","HÉCTOR HORTA  SANTINI","(18.4762278626498, -67.0133904199233)","18.4762278626498","-67.013390419923297"
"2012-031342-PRA-36606","Rotulos y anuncios","2015-04-15T11:33:00.000","2015","2015.04","091-091-213-03","Río Grande",". Carr 955, 4.5, ., Zarzal, Río Grande","Central","Cancelado","Adjudicado","2015-05-24T00:00:00.000","PRA","266214.05783419003","260092.0035966","No","PERMISO DE CONSTRUCCION ANUNCIO","Privado","Urbano","RUBEN GARCIA ","(18.3752365112304, -65.806770324707)","18.375236511230401","-65.806770324707003"
"2013-166400-PRA-36604","Rotulos y anuncios","2015-04-14T21:08:00.000","2015","2015.04","058-021-519-33","Vega Baja","Expreso 22 Y Pr 160, Km. 36.0, Almirante Norte, Almirante Norte, Vega Baja","Arecibo","Expedido","Adjudicado","2015-04-24T00:00:00.000","PRA","206294.655739829","265936.97949051001","No","13-D03- Billboard Vega Baja ","Privado","Urbano","HÉCTOR HORTA  SANTINI","(18.4290580749511, -66.3737487792968)","18.429058074951101","-66.373748779296804"
"2013-181001-PRA-36603","Rotulos y anuncios","2015-04-14T20:40:00.000","2015","2015.04","324-037-371-31","Cayey","Carretera  Pr 1, Km 57.5, Sector Pepe Hoyos , Monte Llano, Cayey","Humacao","Expedido","Adjudicado","2015-04-16T00:00:00.000","PRA","230632.774428159","230803.037521349","No","13-D03 Billboard Cayey","Privado","Urbano","HÉCTOR HORTA  SANTINI","(18.1114196777343, -66.1439056396484)","18.1114196777343","-66.143905639648395"
"2013-175322-PRA-36601","Rotulos y anuncios","2015-04-14T19:36:00.000","2015","2015.04","233-037-204-07","Mayagüez","Calle José De Diego, 116 Oeste, Ensache Martínez, Barrio Pueblo, Mayagüez","Aguadilla","Expedido","Adjudicado","2015-10-19T00:00:00.000","PRA","124652.26652351","241291.24483143","No","13-D03 Billboard Mayaguez","Privado","Urbano","HÉCTOR HORTA  SANTINI","(18.2050743103027, -67.1456298828125)","18.205074310302699","-67.1456298828125"
"2013-116423-ARC-20562","Rectificacion de Cabida","2015-04-14T14:42:00.000","2015","2015.04","115-088-160-09","Trujillo Alto","Camino Tomas Morales, Carr 845 Int. 175, Los Morales, Carraízo, Trujillo Alto","Central","Expedido","Adjudicado","2015-04-27T00:00:00.000","ARC","244285.093127809","256909.96358901","No","solar Adelaida Morales Morales","Privado","Rural","ADELAIDA MORALES MORALES","(18.347053527832, -66.0143432617187)","18.347053527831999","-66.014343261718693"
"2013-201472-REC-36561","Solicitud de Recomendaciones","2015-04-13T13:59:00.000","2015","2015.04","087-018-017-09","San Juan","Calle #8, 154a, Comunidad Hill Brothers, Sabana Llana Norte, San Juan","Central","Evaluación","Pendiente",,"REC","244126.919167599","262605.79075043899","No","Remodelación Residencia Mutifamiliar (Hospedaje)","Privado","Urbano","ILEANA PEÑA ","(18.3985157012939, -66.0156478881835)","18.398515701293899","-66.015647888183494"
"2011-027650-API-82651","Planos de Inscripción","2015-04-13T11:48:00.000","2015","2015.04","064-391-000-07","Juana Díaz","Carretera 149, 72.9, Urb. Camino Real, Cintrona, Juana Díaz","Ponce","Expedido","Adjudicado","2015-04-28T00:00:00.000","API",,,"No","Urb. Camino Real","Privado","Urbano","RICARDO RUBI ",,,
"2012-072942-CUB-59372","Consulta de Ubicacion","2015-04-09T09:49:00.000","2015","2015.04","366-000-010-32","Juana Díaz","Carretera Pr-510, -, -, Amuelas, Juana Díaz","Ponce","Validación","Pendiente",,"CUB","192992.905301149","221898.69277503001","No","LA LOMA","Privado","Urbano","JOSÉ BONNIN ","(18.0311775207519, -66.49951171875)","18.0311775207519","-66.49951171875"
"2012-072221-PRA-36582","Rotulos y anuncios","2015-04-07T16:34:00.000","2015","2015.04","216-000-008-02","Jayuya","Carr. 144 Int. Ramal Carr. 141, 0, Jayuya Abajo, Río Grande, Jayuya","Ponce","Expedido","Adjudicado","2015-05-14T00:00:00.000","PRA","183561.204577989","243859.907568439","No","Permiso de Rotulo Burger King, Rest. (Rest.#15216)","Privado","Urbano","MERCEDES VEGA ","(18.229543685913, -66.5887603759765)","18.229543685913001","-66.588760375976506"
"2011-798233-PRA-36580","Rotulos y anuncios","2015-04-07T15:38:00.000","2015","2015.04","138-000-008-03","Morovis","Carr. 155, 0.1, Morovis Sur, Morovis Sud, Morovis","Arecibo","Expedido","Adjudicado","2015-06-04T00:00:00.000","PRA","204066.704175149","256137.04778609","No","Permiso Rotulo Burger King, Rest.12354 Morovis","Privado","Rural","MERCEDES VEGA ","(18.3405246734619, -66.3948593139648)","18.3405246734619","-66.394859313964801"
"2011-798228-PRA-36547","Rotulos y anuncios","2015-04-01T15:59:00.000","2015","2015.04","090-086-345-01","Río Grande","Carr. Pr #3, 23.5, Cienaga Baja, Ciénaga Baja, Río Grande","Central","Expedido","Adjudicado","2015-04-13T00:00:00.000","PRA","262723.30499710899","260403.496873959","No","Permiso Rotulo Burger King, Rest. 5254 Rio Grande","Privado","Rural","MERCEDES VEGA ","(18.3781566619873, -65.8397903442382)","18.378156661987301","-65.839790344238196"
"2011-798334-PRA-36546","Rotulos y anuncios","2015-04-01T14:54:00.000","2015","2015.04","008-050-001-08","Quebradillas","Carr. 2, Km 102.20, Bo Terranova, Terranova, Quebradillas","Aguadilla","Expedido","Adjudicado","2015-04-15T00:00:00.000","PRA","146422.39908736901","272004.39927320898","No","Freddy Auto","Privado","Urbano","MANUEL  MIRANDA ","(18.4832134246826, -66.9406356811523)","18.483213424682599","-66.940635681152301"
"2012-026041-PRA-36545","Rotulos y anuncios","2015-04-01T14:51:00.000","2015","2015.04","417-000-002-22","Salinas","Pr #1, Km 9.0, Bo Cano Verde, Río Jueyes, Salinas","Humacao","Expedido","Adjudicado","2015-04-16T00:00:00.000","PRA","214551.256571759","217305.43359065001","No","Salinas REady Mix","Privado","Urbano","MANUEL  MIRANDA ","(17.9896392822265, -66.2959442138671)","17.989639282226499","-66.295944213867102"
"2011-789596-PRA-36543","Rotulos y anuncios","2015-04-01T11:00:00.000","2015","2015.04","233-047-287-13","Mayagüez","Calle Carmelo Martinez, #86, Bo Dulces Labios, Barrio Pueblo, Mayagüez","Aguadilla","Expedido","Adjudicado","2015-05-14T00:00:00.000","PRA","124408.4793791","240962.73981669001","No","Dulces Labios-345","Privado","Urbano","MANUEL  MIRANDA ","(18.2020988464355, -67.1479263305664)","18.202098846435501","-67.147926330566406"
"2012-077108-PRA-36542","Rotulos y anuncios","2015-04-01T10:39:00.000","2015","2015.04","007-096-006-71","Isabela","Carr. Pr-2, Km 112.0, Ave. Militar, Guerrero, Isabela","Aguadilla","Expedido","Adjudicado","2015-05-14T00:00:00.000","PRA","137417.76958781001","270487.69542936899","No","Plaza Isabela 361","Privado","Urbano","RAMON MONTALVO ","(18.4692668914794, -67.0258483886718)","18.4692668914794","-67.025848388671804"
"2013-144600-PRA-36541","Rotulos y anuncios","2015-04-01T10:33:00.000","2015","2015.04","090-000-006-35","Canóvanas","Pr # 3, Km 19.9, Sector  Pueblo, Canóvanas, Canóvanas","Central","Expedido","Adjudicado","2015-04-06T00:00:00.000","PRA","259729.68794435001","260335.82865441","No","Zizelman 326 Digital Billboard","Privado","Urbano","RAMÓN MONTALVO 00909","(18.3776302337646, -65.8681259155273)","18.377630233764599","-65.868125915527301"
"2011-798316-PRA-36540","Rotulos y anuncios","2015-04-01T10:30:00.000","2015","2015.04","392-059-288-05","Santa Isabel","Carr. 153, Km 6.9, Sec. Palo Seco, Jauca I, Santa Isabel","Ponce","Expedido","Adjudicado","2015-04-24T00:00:00.000","PRA","205070.955586419","219877.634683499","No","plaza oasis-246","Privado","Urbano","MANUEL  MIRANDA ","(18.0129222869873, -66.3854446411132)","18.012922286987301","-66.385444641113196"
"2012-101524-PRA-36520","Rotulos y anuncios","2015-03-30T10:34:00.000","2015","2015.03","358-041-049-20","Lajas","Calle 65 Inf., #34, Edificio Antonio Bayon, Barrio Pueblo, Lajas","Aguadilla","Cancelado","Adjudicado","2016-02-20T00:00:00.000","PRA","133692.57267282001","223796.798691309","No","Permiso Rotulo BPPR, Suc. Lajas","Privado","Rural","MERCEDES VEGA ","(18.0473136901855, -67.0596084594726)","18.047313690185501","-67.059608459472599"
"2011-036176-API-82531","Planos de Inscripción","2015-03-27T16:41:00.000","2015","2015.03","230-000-004-33","Naguabo","Carr. 973, Km. 3.1, Mariana, Mariana, Naguabo","Humacao","Expedido","Adjudicado","2015-04-01T00:00:00.000","API","276447.103547059","245018.11180457001","No","SEGREGACION DE DOS SOLARES","Privado","Rural","VICTOR LOPEZ ","(18.2387084960937, -65.7105026245117)","18.2387084960937","-65.710502624511705"
"2012-067240-PRA-36500","Rotulos y anuncios","2015-03-26T12:01:00.000","2015","2015.03","394-000-010-25","Salinas","Carr. 1, Km. 84.20, X, Lapa, Salinas","Humacao","Cancelado","Adjudicado","2015-05-21T00:00:00.000","PRA","219484.342622169","219516.35682216001","No","Renovacion - Potrero","Privado","Urbano","JESNEYLA REYES ","(18.0095748901367, -66.2493438720703)","18.009574890136701","-66.249343872070298"
"2011-798102-PRA-36481","Rotulos y anuncios","2015-03-25T09:58:00.000","2015","2015.03","233-047-305-09","Mayagüez","Calle Virginia, #69, Bo Cristy, Barrio Pueblo, Mayagüez","Aguadilla","Expedido","Adjudicado","2015-05-05T00:00:00.000","PRA","124489.44932362001","240960.705298699","No","Mayaguez Cristy- 424","Privado","Urbano","MANUEL  MIRANDA ","(18.2020835876464, -67.1471633911132)","18.202083587646399","-67.147163391113196"
"2013-143841-PRA-36480","Rotulos y anuncios","2015-03-25T09:55:00.000","2015","2015.03","011-000-001-93","Hatillo","Carr. Pr-2, Km 85.2, Carizales, Carrizales, Hatillo","Arecibo","Expedido","Adjudicado","2015-03-30T00:00:00.000","PRA","161143.99158540001","272454.83947344002","No","CAsa Febus 362","Privado","Rural","RAMON MONTALVO ","(18.487600326538, -66.8012542724609)","18.487600326538001","-66.801254272460895"
"2013-127920-API-82397","Planos de Inscripción","2015-03-24T22:47:00.000","2015","2015.03","154-013-006-50","Añasco","402, 5.0 Int., Piñales, Piñales, Añasco","Aguadilla","Expedido","Adjudicado","2015-03-25T00:00:00.000","API","122219.28877026","252406.12103313001","No","Segregacion de Solares Miguel Rosado","Privado","Rural","MIGUEL ROSADO CARRERO","(18.3054084777832, -67.1690521240234)","18.3054084777832","-67.169052124023395"
"2012-076408-API-82394","Planos de Inscripción","2015-03-24T16:29:00.000","2015","2015.03","110-000-008-97","Corozal","Carr. Num. 818, Km. 3.0 Int., Los Puertos, Cibuco, Corozal","Central","Expedido","Adjudicado","2015-04-06T00:00:00.000","API","209557.799788359","257059.608564619","No","Hector De Leon Maldonado","Privado","Rural","HECTOR DE LEON MALDONADO","(18.3488426208496, -66.342903137207)","18.348842620849599","-66.342903137207003"
"2013-227727-API-82393","Planos de Inscripción","2015-03-24T11:48:00.000","2015","2015.03","016-091-520-20","Manatí","Carr. Ramal Pr-6684, Km. 5.2 Interior, Sector Shangay, Tierras Nuevas Poniente, Manatí","Arecibo","Expedido","Adjudicado","2015-03-26T00:00:00.000","API","193364.28086306","270156.30743294","No","Gloria Maldonado Rodríguez","Privado","Rural","GLORIA MALDONADO RODRÍGUEZ","(18.4671764373779, -66.4961547851562)","18.467176437377901","-66.496154785156193"
"2013-198010-CUB-59210","Consulta de Ubicacion","2015-03-23T12:33:00.000","2015","2015.03","098-011-278-12","Moca","Carrtera Pr-110, Km. 9.7, Sector Los Mendez, Marías, Moca","Aguadilla","Expedido","Adjudicado","2015-12-11T00:00:00.000","CUB","127242.33622079001","259466.65223373901","No","Segrgacion de tres solares","Privado","Rural","ALEJANDRO HERNADEZ MENDEZ","(18.3693752288818, -67.1217956542968)","18.3693752288818","-67.121795654296804"
"2011-033583-API-82372","Planos de Inscripción","2015-03-23T11:05:00.000","2015","2015.03","012-084-000-02","Toa Alta","Carretera #2, 18.6, Las Cascadas, Mucarabones, Toa Alta","Central","Expedido","Adjudicado","2015-04-13T00:00:00.000","API",,,"No","Las Cascadas II","Privado","Urbano","CLEOFE RUBÍ ",,,
