YEAR,TRI_FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,COUNTY,ST,BIA_CODE,TRIBE,FEDERAL_FACILITY,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,Location 1
01/01/1987 12:00:00 AM,00629LMNMP185RO,ALUMINUM PROCESSING CORP.,185 STATE RD. KM. 0.65,CANOVANAS,PR,,,,3471,3354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,SODIUM HYDROXIDE (SOLUTION),1310732,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ALUMINUM EXTRUSIONS CORP,90000068,"(18.373702, -65.899955)"
01/01/1987 12:00:00 AM,00629LMNMP185RO,ALUMINUM PROCESSING CORP.,185 STATE RD. KM. 0.65,CANOVANAS,PR,,,,3471,3354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),7664939,NO,TRI,NO,0,NO,R,Pounds,250,250,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ALUMINUM EXTRUSIONS CORP,90000068,"(18.373702, -65.899955)"
01/01/1987 12:00:00 AM,00762WNSLLKM11R,UNITED CARIBEAN CONTAINER LTD,KM 11 RD 690,VEGA ALTA,PR,,,,3221,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,R,Pounds,0,29645,0,0,0,0,0,0,0,0,0,0,29645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29645,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,UNITED CARIBEAN CONTAINER LTD,864381983,"(18.43416, -66.33388)"
01/01/1987 12:00:00 AM,00617STRLNROAD1,PFIZER PHARMACEUTICALS LLC (CR UCE DAVILA OPERATIONS),"RD # 140, KM 644",BARCELONETA,PR,,,,2834,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,SODIUM HYDROXIDE (SOLUTION),1310732,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,PFIZER INC,1326495,"(18.42578, -66.563506)"
01/01/1987 12:00:00 AM,00732WSTRNROAD1,WESTERN FHER LABS. INC.,RD. 132 KM 25.3,PONCE,PR,,,,2834,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,METHANOL,67561,YES,TRI,NO,0,NO,R,Pounds,10234,76424,0,0,0,0,0,0,0,0,0,0,86658,0,10234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86658,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"(18.044124, -66.679961)"
01/01/1987 12:00:00 AM,00632MRCNNPOBOX,AMERICAN NATIONAL CAN CO PUERTO RICO FACILITY,RD. 869 KM 1.1 BO PALMAS INDL. PARK P.O. BOX 185,CATANO,PR,,,,3411,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,SODIUM HYDROXIDE (SOLUTION),1310732,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,AMERICAN NATIONAL CAN CO,5105366,"(18.426796, -66.148517)"
01/01/1987 12:00:00 AM,00661SQBBMSTATE,BRISTOL MYERS SQUIBB MANUFACTU RING CO,STATE RD #3 KM 775,HUMACAO,PR,,,,2834,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,ACETONE,67641,NO,TRI,NO,0,NO,R,Pounds,79100,30700,0,0,0,0,0,0,0,0,0,0,109800,0,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109800,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,BRISTOL-MYERS SQUIBB CO,1288497,"(18.150007, -65.790511)"
01/01/1987 12:00:00 AM,00732CHCKPSABAN,CHECKPOINT CARIBBEAN LTD,SABANETAS INDUSTRIAL PARK LOT 28,PONCE,PR,,,,3679,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,SODIUM HYDROXIDE (SOLUTION),1310732,NO,TRI,NO,0,NO,R,Pounds,0,250,0,0,0,0,0,0,0,0,0,0,250,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,CHECKPOINT SYSTEMS INC,61844015,"(18.01395, -66.58124)"
01/01/1987 12:00:00 AM,00617PFZRPHIGHW,PFIZER PHARMACEUTICALS LLC,HWY #2 KM 58.2,BARCELONETA,PR,,,,2833,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,0,NO,R,Pounds,9200,2400,0,0,0,0,0,0,0,0,0,0,11600,0,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,PFIZER INC,1326495,"(18.432819, -66.571055)"
01/01/1987 12:00:00 AM,00755VNLMLGUATE,AVON LOMALINDA INC.,STATE RD. 446 KM 0.9 BO. GUATEMALA,SAN SEBASTIAN,PR,,,,3961,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,PHOSPHORIC ACID,7664382,NO,TRI,NO,0,NO,R,Pounds,250,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,AVON PRODUCTS INC,1468693,"(18.346184, -66.998788)"
01/01/1987 12:00:00 AM,00671LFSVRHIGHW,HERSHEY PUERTO RICO INC,RD # 30 KM 21.2,LAS PIEDRAS,PR,,,,2065,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,"1,1,1-TRICHLOROETHANE",71556,YES,TRI,NO,0,NO,R,Pounds,0,792,0,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3175,0,3175,792,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,HERSHEY CO,91007252,"(18.181071, -65.839607)"
01/01/1987 12:00:00 AM,00625RBRKMSTATE,ARBROOK MFG. CORP.,STATE RD. 156 KM. 58.8,CAGUAS,PR,,,,2834,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,SODIUM HYDROXIDE (SOLUTION),1310732,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,JOHNSON & JOHNSON,1307081,"(18.2269, -66.049332)"
01/01/1987 12:00:00 AM,00757PRDCTCALLE,WESTINGHOUSE ELECTRIC CORP. PRODUCTOS ELECTRONICOS/PEI #1,CALLE MUNOZ RIVERA 112,SANTA ISABEL,PR,,,,INVA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,"1,1,1-TRICHLOROETHANE",71556,YES,TRI,NO,0,NO,R,Pounds,14000,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,WESTINGHOUSE ELECTRIC CORP,1343953,"(17.96504, -66.4047)"
01/01/1987 12:00:00 AM,00613RSTNDROUTE,CUTLER HAMMER ELECTRICAL CO,RD 2 KM 67.6 SANTANA INDUSTRIAL PARK,ARECIBO,PR,,,,2821,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,ALUMINUM OXIDE (FIBROUS FORMS),1344281,NO,TRI,NO,2,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,EATON CORP,NA,"(18.444873, -66.649872)"
01/01/1987 12:00:00 AM,00617MRCKSSTATE,MSD INTERNATIONAL GMBH (PR BRANCH) LLC,RD NO 2 KM 56.7 BO TRINIDAD,BARCELONETA,PR,,,,2833,2834,2899,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,METHANOL,67561,YES,TRI,NO,0,NO,R,Pounds,210000,130000,0,0,0,0,0,0,0,0,0,0,340000,0,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,0,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,340000,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MERCK & CO INC,1317064,"(18.423876, -66.543463)"
01/01/1987 12:00:00 AM,00709STRKSCARR3,STARKIST CARIBE INC.,3051 RD. 64,MAYAGUEZ,PR,,,,2047,2048,2091,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,TOLUENE,108883,YES,TRI,NO,0,NO,R,Pounds,68595,1390,0,0,0,0,0,0,0,0,0,0,69985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10582,0,0,0,0,10582,0,0,0,0,0,0,0,0,0,0,69985,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,H J HEINZ CO,4318846,"(18.216667, -67.166667)"
01/01/1987 12:00:00 AM,00918SPRRPTRESM,SUPERIOR PAINTS MANUFACTURING CO. INC.,CALAF ST.,SAN JUAN,PR,,,,2851,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,TOLUENE,108883,YES,TRI,NO,0,NO,R,Pounds,1160,0,0,0,0,0,0,0,0,0,0,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"(18.426028, -66.073045)"
01/01/1987 12:00:00 AM,00723FLRQMROADN,FLOR-QUIM INC,STATE RD NO3 KM111 BO GUARDARRAYA,PATILLAS,PR,,,,2869,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,METHANOL,67561,YES,TRI,NO,0,NO,R,Pounds,750,3000,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,FIRMENICH INC,1825892,"(17.97719, -65.924607)"
01/01/1987 12:00:00 AM,00751DSSTNKM156,DESESTANERIA GOLDSCHMIDT DEL CARIBE INC.,KM. 156.4 PR-3,SALINAS,PR,,,,3341,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,SODIUM HYDROXIDE (SOLUTION),1310732,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,91300,91300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91300,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,TH GOLDSCHMIDT AG,NA,"(17.967155, -66.256161)"
01/01/1987 12:00:00 AM,00732CHCKPSABAN,CHECKPOINT CARIBBEAN LTD,SABANETAS INDUSTRIAL PARK LOT 28,PONCE,PR,,,,3679,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,CHLORINE,7782505,YES,TRI,NO,0,NO,R,Pounds,250,250,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,CHECKPOINT SYSTEMS INC,61844015,"(18.01395, -66.58124)"
01/01/1987 12:00:00 AM,00701CYNMDPRROA,BASF AGRICULTURAL PRODUCTS DE PUERTO RICO,STATE RD PR 2 KM 47.4,MANATI,PR,,,,2834,2869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,TOLUENE,108883,YES,TRI,NO,0,NO,R,Pounds,7700,254000,0,0,0,0,0,0,0,0,0,0,261950,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28400,0,0,0,0,28400,261950,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,BASF CORP,71014385,"(18.437222, -66.475388)"
01/01/1987 12:00:00 AM,00617BBTTCROADN,ABBOTT HEALTHCARE (PR) LTD (PART),RD NO2 KM 58.2 CRUCE DAVILA,BARCELONETA,PR,,,,2833,3841,2834,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,CHLORINE,7782505,YES,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ABBOTT LABORATORIES,1307602,"(18.433237, -66.570509)"
01/01/1987 12:00:00 AM,00636MRSNPDORAD,EMERSON PUERTO RICO INC,HWY 693 KM 73 DORADO INDUSTRIAL PARK,DORADO,PR,,,,3643,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,R,Pounds,95,605,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,EMERSON ELECTRIC CO,6269633,"(18.465941, -66.292768)"
01/01/1987 12:00:00 AM,00661BRNSPROAD3,BOURNS PR INC.,RD. 3 KM. 82.6,HUMACAO,PR,,,,3825,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E+12,FREON 113,76131,NO,TRI,NO,0,NO,R,Pounds,2847,2847,0,0,0,0,0,0,0,0,0,0,5694,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5944,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,BOURNS INC,8255754,"(18.149249, -65.824007)"
