NUM_TRAMITE,PERMIT_TYPE,CREATION_DATE,PAID,PROJECT_NAME,STATUS,CATASTRO,COORDX,COORDY,COORD_X_Y,LAST_UPDATED,ESTADO
2016-107305-CSA-170233,CSA,03/10/2016 12:00:00 AM,35,Restaurante La Fonda de Yaime,PERMIT_APPROVED,040-068-199-01,18.4462324680832,-66.0795599908551,"(18.4462324680832, -66.0795599908551)",03/10/2016 12:00:00 AM,Adjudicado
2016-107263-DEC-170120,DEC,03/10/2016 12:00:00 AM,75,Legalizacion Construccion Luis A Qui�ones,PERMIT_APPROVED,225-047-649-26,18.2330056188235,-66.0219468486402,"(18.2330056188235, -66.0219468486402)",03/10/2016 12:00:00 AM,Adjudicado
2016-107258-PUS-170124,PUS,03/10/2016 12:00:00 AM,25,PERMISO DE USO BO.CAGUITAS,AWAITING_INSPECTION,224-015-189-06,18.2422727497486,-66.0944392876496,"(18.2422727497486, -66.0944392876496)",03/10/2016 12:00:00 AM,Pendiente
2016-107259-CIS-170104,CIS,03/10/2016 12:00:00 AM,50,ANGEL COLON ESCARFULLERY,PERMIT_APPROVED,059-051-160-11,18.4182593971474,-66.3111212473703,"(18.4182593971474, -66.3111212473703)",03/10/2016 12:00:00 AM,Adjudicado
2016-107285-PUS-170173,PUS,03/10/2016 12:00:00 AM,100,OPTICA (LUZ Y AGUA),PERMIT_APPROVED,233-048-213-11,18.2016422351732,-67.1424543489848,"(18.2016422351732, -67.1424543489848)",03/10/2016 12:00:00 AM,Adjudicado
2016-107243-DEC-170069,DEC,03/10/2016 12:00:00 AM,75,oficina medica,RECTIFICATION_REQUIRED,114-050-421-24,18.3575232048029,-66.0616391813915,"(18.3575232048029, -66.0616391813915)",03/10/2016 12:00:00 AM,Pendiente
2016-100244-DEC-170063,DEC,03/10/2016 12:00:00 AM,75,segregacion LYDIA SANCHEZ MATOS,AWAITING_INSPECTION,096-080-425-28,18.3509462796303,-67.1913698947752,"(18.3509462796303, -67.1913698947752)",03/10/2016 12:00:00 AM,Pendiente
2016-104814-DEC-170264,DEC,03/10/2016 12:00:00 AM,75,metropolicessecurityllc,AWAITING_INSPECTION,085-047-490-35,18.390541657358114,-66.14643931388855,"(18.390541657358114, -66.14643931388855)",03/10/2016 12:00:00 AM,Pendiente
2016-107231-CSA-170143,CSA,03/10/2016 12:00:00 AM,35,Optica Buena,AWAITING_INSPECTION,366-029-036-03,18.0525897303478,-66.5072990144715,"(18.0525897303478, -66.5072990144715)",03/10/2016 12:00:00 AM,Pendiente
2016-107286-CSA-170171,CSA,03/10/2016 12:00:00 AM,35,PSICOCLINICA FRANCO,PERMIT_APPROVED,112-020-259-17,18.3689365418631,-66.1864137649986,"(18.3689365418631, -66.1864137649986)",03/10/2016 12:00:00 AM,Adjudicado
2016-107284-CSA-170166,CSA,03/10/2016 12:00:00 AM,35,"COFFEE SHOP (D' CAF�) - VENTA DE CAF�, SANDWICHES, CUP CAKES, AGUA Y  REFRIGERIOS",AWAITING_INSPECTION,324-036-512-03,18.1116768838907,-66.1527338156105,"(18.1116768838907, -66.1527338156105)",03/10/2016 12:00:00 AM,Pendiente
2016-107240-PUS-170064,PUS,03/10/2016 12:00:00 AM,100,TRIBUNA DE ARTE 1,AWAITING_INSPECTION,036-087-360-03,18.4416711282615,-66.3317981410777,"(18.4416711282615, -66.3317981410777)",03/10/2016 12:00:00 AM,Pendiente
2015-049242-SRI-170059,SRI,03/10/2016 12:00:00 AM,50,Angel R. Otero Otero,AWAITING_AGENCIES,166-000-002-22,18.2956607597473,-66.4233263823337,"(18.2956607597473, -66.4233263823337)",03/10/2016 12:00:00 AM,Pendiente
2016-102146-PUS-170051,PUS,03/10/2016 12:00:00 AM,25,Res. Joel Jimenez & Zuheily Caban,PERMIT_APPROVED,213-084-240-17,18.2229465689181,-66.79163128137589,"(18.2229465689181, -66.79163128137589)",03/10/2016 12:00:00 AM,Adjudicado
2016-107285-CSA-170208,CSA,03/10/2016 12:00:00 AM,35,OPTICA (LUZ Y AGUA),AWAITING_INSPECTION,233-048-213-11,18.2016422351732,-67.1424543489848,"(18.2016422351732, -67.1424543489848)",03/10/2016 12:00:00 AM,Pendiente
2016-107164-SRI-170160,SRI,03/10/2016 12:00:00 AM,50,"Apartamentos, Griselle Mendez Guerrero",PERMIT_PRE_APPROVED,402-066-025-19,17.97905455148284,-67.21258252859116,"(17.97905455148284, -67.21258252859116)",03/10/2016 12:00:00 AM,Pendiente
2015-054195-SRI-170170,SRI,03/10/2016 12:00:00 AM,50,Casa Marbella (antes Alturas de Yeguada y/o Estancias de Monte Mar),AWAITING_AGENCIES,009-079-124-21,18.4754542579298,-66.8843371636431,"(18.4754542579298, -66.8843371636431)",03/10/2016 12:00:00 AM,Pendiente
2016-107256-PGE-170098,PGE,03/10/2016 12:00:00 AM,150,Generador de Electricidad residencial Sr. Jos� R. Abrams Castro,AWAITING_INSPECTION,361-074-124-46,18.035998670837,-66.8528987742449,"(18.035998670837, -66.8528987742449)",03/10/2016 12:00:00 AM,Pendiente
2016-103827-CSA-170102,CSA,03/10/2016 12:00:00 AM,35,Almac�n Mercanc�a Seca / General (No Explosivos),AWAITING_INSPECTION,064-064-005-43,18.414106270013534,-65.97927331924438,"(18.414106270013534, -65.97927331924438)",03/10/2016 12:00:00 AM,Pendiente
2016-106848-CSA-170261,CSA,03/10/2016 12:00:00 AM,35,RAYMI SOLUTIONS SYSTEMS,AWAITING_INSPECTION,064-096-161-45,18.4066629337959,-65.962839962015,"(18.4066629337959, -65.962839962015)",03/10/2016 12:00:00 AM,Pendiente
2016-107320-DEC-170283,DEC,03/10/2016 12:00:00 AM,75,Em-Rald Holdings Services Corp,AWAITING_INSPECTION,087-001-084-07,18.4017138821252,-66.0579772453606,"(18.4017138821252, -66.0579772453606)",03/10/2016 12:00:00 AM,Pendiente
2016-107289-CSA-170205,CSA,03/10/2016 12:00:00 AM,35,"GRUPO SERRAMAL, INC.",AWAITING_INSPECTION,218-000-010-24,18.2248909459456,-66.4425987831326,"(18.2248909459456, -66.4425987831326)",03/10/2016 12:00:00 AM,Pendiente
2016-107264-DEC-170129,DEC,03/10/2016 12:00:00 AM,75,Permiso de uso,PERMIT_APPROVED,062-002-011-05,18.4351947232736,-66.1172567453754,"(18.4351947232736, -66.1172567453754)",03/10/2016 12:00:00 AM,Adjudicado
2016-107299-ASE-170221,ASE,03/10/2016 12:00:00 AM,100,VIVIENDA - S�TANO,PERMIT_APPROVED,278-040-342-02,18.174233662291,-65.9380109169956,"(18.174233662291, -65.9380109169956)",03/10/2016 12:00:00 AM,Adjudicado
2016-106664-DEC-170125,DEC,03/10/2016 12:00:00 AM,75,FUTUCARE LLC,AWAITING_INSPECTION,062-033-984-09,18.4230133100085,-66.1101987504321,"(18.4230133100085, -66.1101987504321)",03/10/2016 12:00:00 AM,Pendiente
2016-107323-ASE-170271,ASE,03/10/2016 12:00:00 AM,100,VIVIENDA JOSE CRUZ,PERMIT_APPROVED,361-000-009-04,18.0379490418045,-66.8279700326631,"(18.0379490418045, -66.8279700326631)",03/10/2016 12:00:00 AM,Adjudicado
2016-106647-CSA-170108,CSA,03/10/2016 12:00:00 AM,35,SE ENGINEERING,AWAITING_INSPECTION,040-070-122-07,18.4469335385745,-66.067980955383,"(18.4469335385745, -66.067980955383)",03/10/2016 12:00:00 AM,Pendiente
2016-107312-CSA-170239,CSA,03/10/2016 12:00:00 AM,35,Gasolinera Se�orial,PERMIT_APPROVED,115-032-005-13,18.363064874184,-66.0541334717187,"(18.363064874184, -66.0541334717187)",03/10/2016 12:00:00 AM,Adjudicado
2016-107250-SRI-170088,SRI,03/10/2016 12:00:00 AM,50,Escuela Elemental Pedro Amador,AWAITING_AGENCIES,009-049-498-04,18.4835393047358,-66.8847178383492,"(18.4835393047358, -66.8847178383492)",03/10/2016 12:00:00 AM,Pendiente
2015-078714-PUS-170074,PUS,03/10/2016 12:00:00 AM,100,VIVIENDA SRA. MIRIAM RUIZ MENDEZ,AWAITING_INSPECTION,012-085-132-08,18.4720915323397,-66.7210066013862,"(18.4720915323397, -66.7210066013862)",03/10/2016 12:00:00 AM,Pendiente
2016-107295-DEC-170213,DEC,03/10/2016 12:00:00 AM,75,SUCN. EDUARDO R. RIVERA TORRES,AWAITING_INSPECTION,322-000-008-01,18.101524859168,-66.284614237682,"(18.101524859168, -66.284614237682)",03/10/2016 12:00:00 AM,Pendiente
2016-106897-PCT-170157,PCT,03/10/2016 12:00:00 AM,75,NCP-030 Franquez - Morovis Site,AWAITING_INSPECTION,109-000-002-80,18.36847570263514,-66.4162266254425,"(18.36847570263514, -66.4162266254425)",03/10/2016 12:00:00 AM,Pendiente
2016-107214-CSA-170050,CSA,03/10/2016 12:00:00 AM,35,Hato Rey Medical Supplies and Equipment -Calle Mayaguez ,AWAITING_INSPECTION,063-072-344-04,18.4118312649211,-66.0526553035172,"(18.4118312649211, -66.0526553035172)",03/10/2016 12:00:00 AM,Pendiente
2016-107267-PUS-170123,PUS,03/10/2016 12:00:00 AM,100,CENTRO DE TERAPIA DE HABLA,AWAITING_INSPECTION,010-053-577-15,18.4819263245524,-66.8591582553636,"(18.4819263245524, -66.8591582553636)",03/10/2016 12:00:00 AM,Pendiente
2016-107245-DEC-170075,DEC,03/10/2016 12:00:00 AM,75,RINCON HOME CARE LLC,AWAITING_INSPECTION,125-051-008-39,18.325828203306,-67.244663196882,"(18.325828203306, -67.244663196882)",03/10/2016 12:00:00 AM,Pendiente
2016-106877-CSA-170258,CSA,03/10/2016 12:00:00 AM,35,@YAMILTBARBERSHOP,AWAITING_INSPECTION,114-024-633-04,18.36506717855503,-66.10253423452377,"(18.36506717855503, -66.10253423452377)",03/10/2016 12:00:00 AM,Pendiente
2016-107319-ASE-170265,ASE,03/10/2016 12:00:00 AM,100,RESIDENCIA EN H/B UNA PLANTA,PERMIT_APPROVED,184-081-171-05,18.2532806546631,-66.9940416161886,"(18.2532806546631, -66.9940416161886)",03/10/2016 12:00:00 AM,Adjudicado
2016-107285-DEC-170214,DEC,03/10/2016 12:00:00 AM,75,OPTICA (LUZ Y AGUA),AWAITING_INSPECTION,233-048-213-11,18.2016422351732,-67.1424543489848,"(18.2016422351732, -67.1424543489848)",03/10/2016 12:00:00 AM,Pendiente
2016-107314-CSA-170241,CSA,03/10/2016 12:00:00 AM,35,Gasolinera Los Paseos,PERMIT_APPROVED,115-041-421-21,18.3578010398156,-66.0604842576975,"(18.3578010398156, -66.0604842576975)",03/10/2016 12:00:00 AM,Adjudicado
2016-107274-CSA-170158,CSA,03/10/2016 12:00:00 AM,35,New Fashion Concept,AWAITING_INSPECTION,086-055-235-04,18.3869519407365,-66.0973574354416,"(18.3869519407365, -66.0973574354416)",03/10/2016 12:00:00 AM,Pendiente
2016-106647-DEC-170122,DEC,03/10/2016 12:00:00 AM,75,SE ENGINEERING,AWAITING_INSPECTION,040-070-122-07,18.4469335385745,-66.067980955383,"(18.4469335385745, -66.067980955383)",03/10/2016 12:00:00 AM,Pendiente
2016-107121-PCO-170192,PCO,03/10/2016 12:00:00 AM,293,CARIBBEAN FINANCE,AWAITING_INSPECTION,059-000-004-41,18.4223818965831,-66.2667075246988,"(18.4223818965831, -66.2667075246988)",03/10/2016 12:00:00 AM,Pendiente
2015-061523-DEA-170105,DEA,03/10/2016 12:00:00 AM,300,Mejoras a facilidades de carga en Terminal Mar�timo de Culebra,AWAITING_INSPECTION,476-022-010-AV,18.30150969111338,-65.30254125595091,"(18.30150969111338, -65.30254125595091)",03/10/2016 12:00:00 AM,Pendiente
2016-105931-DEC-170207,DEC,03/10/2016 12:00:00 AM,75,Tax Point,AWAITING_INSPECTION,113-048-305-22,18.3600577802265,-66.1429585210577,"(18.3600577802265, -66.1429585210577)",03/10/2016 12:00:00 AM,Pendiente
2016-107212-CSA-170055,CSA,03/10/2016 12:00:00 AM,35,Hato Rey Medical Supplies and Equipment - Ave. Hostos,AWAITING_INSPECTION,062-060-917-03,18.4179670597711,-66.0625234045222,"(18.4179670597711, -66.0625234045222)",03/10/2016 12:00:00 AM,Pendiente
2016-107300-ASE-170223,ASE,03/10/2016 12:00:00 AM,100,Residencia agua y luz Mary m Rivera,PERMIT_APPROVED,089-014-001-19,18.399459009939,-65.9159556861577,"(18.399459009939, -65.9159556861577)",03/10/2016 12:00:00 AM,Adjudicado
2016-106923-CIS-170255,CIS,03/10/2016 12:00:00 AM,50,GD Carol Rodr�guez Caraballo,AWAITING_INSPECTION,366-083-696-15,18.0329478561201,-66.5443024738157,"(18.0329478561201, -66.5443024738157)",03/10/2016 12:00:00 AM,Pendiente
2016-106483-DEC-170138,DEC,03/10/2016 12:00:00 AM,75,pulg.HVAC Upgrade at Office Building 230 pulg.,AWAITING_INSPECTION,441-000-004-10,17.9613053955012,-66.145318462816,"(17.9613053955012, -66.145318462816)",03/10/2016 12:00:00 AM,Pendiente
2016-106897-PGC-170211,PGC,03/10/2016 12:00:00 AM,750,NCP-030 Franquez - Morovis Site,AWAITING_MANAGER,109-000-002-80,18.36847570263514,-66.4162266254425,"(18.36847570263514, -66.4162266254425)",03/10/2016 12:00:00 AM,Pendiente
2016-107253-DEC-170225,DEC,03/10/2016 12:00:00 AM,75,San Juan Glass Corporation,AWAITING_INSPECTION,040-078-510-02,18.44362429010525,-66.07408404350281,"(18.44362429010525, -66.07408404350281)",03/10/2016 12:00:00 AM,Pendiente
2016-106693-PGE-170081,PGE,03/10/2016 12:00:00 AM,450,FARMACIA LA CONCEPCION,AWAITING_MANAGER,361-085-075-18,18.0348269772611,-66.8474371583657,"(18.0348269772611, -66.8474371583657)",03/10/2016 12:00:00 AM,Pendiente
2016-107253-CSA-170182,CSA,03/10/2016 12:00:00 AM,35,San Juan Glass Corporation,AWAITING_INSPECTION,040-078-510-02,18.44362429010525,-66.07408404350281,"(18.44362429010525, -66.07408404350281)",03/10/2016 12:00:00 AM,Pendiente
2016-107289-PUS-170197,PUS,03/10/2016 12:00:00 AM,100,"GRUPO SERRAMAL, INC.",PERMIT_APPROVED,218-000-010-24,18.2248909459456,-66.4425987831326,"(18.2248909459456, -66.4425987831326)",03/10/2016 12:00:00 AM,Adjudicado
2016-104160-PUS-170270,PUS,03/10/2016 12:00:00 AM,100,MY FIRST NUTRITION,AWAITING_INSPECTION,193-000-009-71,18.26032732312969,-66.39980882406235,"(18.26032732312969, -66.39980882406235)",03/10/2016 12:00:00 AM,Pendiente
2016-107270-DEC-170165,DEC,03/10/2016 12:00:00 AM,75,Putnam Stop 22 Holdings LLC,AWAITING_INSPECTION,040-070-198-48,18.4460907222676,-66.0666195375901,"(18.4460907222676, -66.0666195375901)",03/10/2016 12:00:00 AM,Pendiente
2015-041232-CSA-170116,CSA,03/10/2016 12:00:00 AM,35,Oficina Central y Taller de Equipo,AWAITING_INSPECTION,143-086-538-07,18.3146307637462,-66.093343683073,"(18.3146307637462, -66.093343683073)",03/10/2016 12:00:00 AM,Pendiente
2016-107156-DEC-170072,DEC,03/10/2016 12:00:00 AM,75,MEJORAS A ESTRUCTURA EXISTENTE,AWAITING_INSPECTION,002-056-330-71,18.513208202045085,-67.09289699792862,"(18.513208202045085, -67.09289699792862)",03/10/2016 12:00:00 AM,Pendiente
2016-107304-DEC-170236,DEC,03/10/2016 12:00:00 AM,75,Funeraria,AWAITING_INSPECTION,376-039-074-25,18.0490079176648,-65.881543380387,"(18.0490079176648, -65.881543380387)",03/10/2016 12:00:00 AM,Pendiente
2016-107255-PGE-170093,PGE,03/10/2016 12:00:00 AM,250,JOSE R. ABRAMS CASTRO - #5,AWAITING_MANAGER,361-074-124-47,18.03617899751,-66.8530692049838,"(18.03617899751, -66.8530692049838)",03/10/2016 12:00:00 AM,Pendiente
2014-018511-PUS-170198,PUS,03/10/2016 12:00:00 AM,250,Gulf Convenience Store Cata�o,AWAITING_MANAGER,061-038-177-07,18.4276307124561,-66.1386908967767,"(18.4276307124561, -66.1386908967767)",03/10/2016 12:00:00 AM,Pendiente
2016-107271-REA-170152,REA,03/10/2016 12:00:00 AM,100,William Ortiz Negron y Otro,AWAITING_INSPECTION,425-029-297-33,17.9584579584624,-67.1368352315521,"(17.9584579584624, -67.1368352315521)",03/10/2016 12:00:00 AM,Pendiente
2016-107310-SRI-170240,SRI,03/10/2016 12:00:00 AM,50,"Segregaci�n 9 solares de JAHC, Inc.",PERMIT_PRE_APPROVED,070-013-552-01,18.3988111131432,-67.1070164389541,"(18.3988111131432, -67.1070164389541)",03/10/2016 12:00:00 AM,Pendiente
2016-107279-PUS-170202,PUS,03/10/2016 12:00:00 AM,25,iglesia de amor sanando heridas,RECTIFICATION_REQUIRED,115-007-663-53,18.3700752998622,-66.0231477886234,"(18.3700752998622, -66.0231477886234)",03/10/2016 12:00:00 AM,Pendiente
2016-107221-DEC-170082,DEC,03/10/2016 12:00:00 AM,75,Caribbean International Boat Show 2016 (5kioscos bebidas alcoholicas y 5 kioscos de comida),PERMIT_APPROVED,178-079-158-06,18.287676358746825,-65.6363046169281,"(18.287676358746825, -65.6363046169281)",03/10/2016 12:00:00 AM,Adjudicado
2016-107315-CSA-170254,CSA,03/10/2016 12:00:00 AM,35,Heladeria,AWAITING_INSPECTION,363-015-011-14,18.0574189870043,-66.7219218451013,"(18.0574189870043, -66.7219218451013)",03/10/2016 12:00:00 AM,Pendiente
2016-106050-CIS-170263,CIS,03/10/2016 12:00:00 AM,50,Sistema Fotovoltaico Residencia James C. Moore,AWAITING_INSPECTION,064-076-449-24,18.4113985321122,-65.9671241708865,"(18.4113985321122, -65.9671241708865)",03/10/2016 12:00:00 AM,Pendiente
2015-070164-CSA-170155,CSA,03/10/2016 12:00:00 AM,35,Local Comercial Quick Lube,AWAITING_INSPECTION,096-009-206-98,18.3712088393996,-67.1988195968362,"(18.3712088393996, -67.1988195968362)",03/10/2016 12:00:00 AM,Pendiente
2016-107283-PUS-170163,PUS,03/10/2016 12:00:00 AM,100,RESIDENCIA WILFREDO NIEVES AGUA,RECTIFICATION_REQUIRED,060-042-020-02,18.4206759383408,-66.239544212924,"(18.4206759383408, -66.239544212924)",03/10/2016 12:00:00 AM,Pendiente
2016-107231-DEC-170146,DEC,03/10/2016 12:00:00 AM,75,Optica Buena,AWAITING_INSPECTION,366-029-036-03,18.0525897303478,-66.5072990144715,"(18.0525897303478, -66.5072990144715)",03/10/2016 12:00:00 AM,Pendiente
2016-107278-DEC-170149,DEC,03/10/2016 12:00:00 AM,75,RESTAURANTE PUNTO LATINO DE RIO GRANDE,PERMIT_APPROVED,091-091-359-24,18.3756854370338,-65.8086617769507,"(18.3756854370338, -65.8086617769507)",03/10/2016 12:00:00 AM,Adjudicado
2016-107302-REA-170247,REA,03/10/2016 12:00:00 AM,100,Segregaci�n de un (1) solar,AWAITING_INSPECTION,013-044-787-04,18.4826016687046,-66.6654627782467,"(18.4826016687046, -66.6654627782467)",03/10/2016 12:00:00 AM,Pendiente
2015-065943-SRI-170269,SRI,03/10/2016 12:00:00 AM,50,Hector R. LLera Rivera Segregacion,PERMIT_PRE_APPROVED,325-005-009-80,18.1227555940686,-66.0977226542485,"(18.1227555940686, -66.0977226542485)",03/10/2016 12:00:00 AM,Pendiente
2016-107278-PUS-170246,PUS,03/10/2016 12:00:00 AM,250,RESTAURANTE PUNTO LATINO DE RIO GRANDE,PERMIT_APPROVED,091-091-359-24,18.3756854370338,-65.8086617769507,"(18.3756854370338, -65.8086617769507)",03/10/2016 12:00:00 AM,Adjudicado
2016-107248-DEC-170080,DEC,03/10/2016 12:00:00 AM,75,Subway PDA 26,AWAITING_INSPECTION,041-081-055-07,18.4401904827014,-66.0615958958864,"(18.4401904827014, -66.0615958958864)",03/10/2016 12:00:00 AM,Pendiente
2016-107262-CIS-170121,CIS,03/10/2016 12:00:00 AM,50,RAUL RODRIGUEZ SANTIAGO,PERMIT_APPROVED,087-082-231-05,18.3770172126136,-66.0555131657973,"(18.3770172126136, -66.0555131657973)",03/10/2016 12:00:00 AM,Adjudicado
2016-107298-CSA-170219,CSA,03/10/2016 12:00:00 AM,35,JOSMAN L. GONZALEZ,PERMIT_APPROVED,085-094-323-28,18.3730039731526,-66.167492365046,"(18.3730039731526, -66.167492365046)",03/10/2016 12:00:00 AM,Adjudicado
2016-107279-CSA-170193,CSA,03/10/2016 12:00:00 AM,35,iglesia de amor sanando heridas,AWAITING_INSPECTION,115-007-663-53,18.3700752998622,-66.0231477886234,"(18.3700752998622, -66.0231477886234)",03/10/2016 12:00:00 AM,Pendiente
2016-107274-DEC-170159,DEC,03/10/2016 12:00:00 AM,75,New Fashion Concept,AWAITING_INSPECTION,086-055-235-04,18.3869519407365,-66.0973574354416,"(18.3869519407365, -66.0973574354416)",03/10/2016 12:00:00 AM,Pendiente
2016-106725-DEC-170262,DEC,03/10/2016 12:00:00 AM,75,285 Dorado Beach East - Permiso de Uso Domiciliario,AWAITING_INSPECTION,037-003-315-29,18.4647251211422,-66.2987336384478,"(18.4647251211422, -66.2987336384478)",03/10/2016 12:00:00 AM,Pendiente
2016-107307-CSA-170238,CSA,03/10/2016 12:00:00 AM,35,Gasolinera Mu�oz Rivera,PERMIT_APPROVED,087-002-463-19,18.4014478850487,-66.055943032974,"(18.4014478850487, -66.055943032974)",03/10/2016 12:00:00 AM,Adjudicado
2016-107164-CSA-170115,CSA,03/10/2016 12:00:00 AM,35,"Apartamentos, Griselle Mendez Guerrero",AWAITING_INSPECTION,402-066-025-19,17.97905455148284,-67.21258252859116,"(17.97905455148284, -67.21258252859116)",03/10/2016 12:00:00 AM,Pendiente
2016-107279-DEC-170199,DEC,03/10/2016 12:00:00 AM,75,iglesia de amor sanando heridas,AWAITING_INSPECTION,115-007-663-53,18.3700752998622,-66.0231477886234,"(18.3700752998622, -66.0231477886234)",03/10/2016 12:00:00 AM,Pendiente
2016-107315-PUS-170276,PUS,03/10/2016 12:00:00 AM,100,Heladeria,AWAITING_INSPECTION,363-015-011-14,18.0574189870043,-66.7219218451013,"(18.0574189870043, -66.7219218451013)",03/10/2016 12:00:00 AM,Pendiente
2016-107243-CSA-170068,CSA,03/10/2016 12:00:00 AM,35,oficina medica,AWAITING_INSPECTION,114-050-421-24,18.3575232048029,-66.0616391813915,"(18.3575232048029, -66.0616391813915)",03/10/2016 12:00:00 AM,Pendiente
2016-107267-CSA-170128,CSA,03/10/2016 12:00:00 AM,35,CENTRO DE TERAPIA DE HABLA,AWAITING_INSPECTION,010-053-577-15,18.4819263245524,-66.8591582553636,"(18.4819263245524, -66.8591582553636)",03/10/2016 12:00:00 AM,Pendiente
2016-107170-DEC-169982,DEC,03/09/2016 12:00:00 AM,75,Vivienda en bha Anamarie Vega,AWAITING_INSPECTION,318-000-007-33,18.1045165308464,-66.5397088377105,"(18.1045165308464, -66.5397088377105)",03/09/2016 12:00:00 AM,Pendiente
2016-107230-DEC-170033,DEC,03/09/2016 12:00:00 AM,75,Llot. Armando Ocasio,AWAITING_INSPECTION,114-065-520-12,18.35333411170096,-66.09874427318572,"(18.35333411170096, -66.09874427318572)",03/09/2016 12:00:00 AM,Pendiente
2016-107157-DEC-169889,DEC,03/09/2016 12:00:00 AM,75,Segregaci�n de cinco (5) solares,AWAITING_INSPECTION,224-000-004-30,18.243352352017972,-66.08174443244933,"(18.243352352017972, -66.08174443244933)",03/09/2016 12:00:00 AM,Pendiente
2016-106339-PCO-169654,PCO,03/09/2016 12:00:00 AM,35,Enmienda PC Vincenzo Ferrari,AWAITING_INSPECTION,095-050-170-37,18.3573735272326,-67.2541672861771,"(18.3573735272326, -67.2541672861771)",03/09/2016 12:00:00 AM,Pendiente
2016-104563-PCO-169658,PCO,03/09/2016 12:00:00 AM,191,RECONSTRUCCION RESIDENCIA EUCLIDES ADRIAN ACEVEDO,AWAITING_INSPECTION,333-037-371-02,18.0815880171677,-67.085740479171,"(18.0815880171677, -67.085740479171)",03/10/2016 12:00:00 AM,Pendiente
2016-107161-DEC-169951,DEC,03/09/2016 12:00:00 AM,75,Iglesia-Escuela,AWAITING_INSPECTION,097-032-347-28,18.3613288921287,-67.1794360177388,"(18.3613288921287, -67.1794360177388)",03/10/2016 12:00:00 AM,Pendiente
2016-107076-PUS-169700,PUS,03/09/2016 12:00:00 AM,100,ESTEFANIA BEAUTY SALON,PERMIT_APPROVED,345-043-074-14,18.0764701378487,-66.3618797903118,"(18.0764701378487, -66.3618797903118)",03/10/2016 12:00:00 AM,Adjudicado
