"nu_entidad","clasificaci_n","anofiscal","nb_entidad","fechatran","fechacierre","estatus","carreraparcialm","carreraparcialf","carreracompletom","carreracompletof","carreranograduadom","carreranograduadof","carreragraduadom","carreragraduadof","carrerapostsecundariom","carrerapostsecundariof","carreraasociadom","carreraasociadof","carrerabachm","carrerabachf","carreragradosprom","carreragradosprof","carreramaestriam","carreramaestriaf","carreradoctoradom","carreradoctoradof","confianzareinstparcialm","confianzareinstparcialf","confianzareinstcompletom","confianzareinstcompletof","confianzareinstnograduadom","confianzareinstnograduadof","confianzareinstgraduadom","confianzareinstgraduadof","confianzareinstpostsecundariom","confianzareinstpostsecundariof","confianzareinstasociadom","confianzareinstasociadof","confianzareinstbachm","confianzareinstbachf","confianzareinstgradosprom","confianzareinstgradosprof","confianzareinstmaestriam","confianzareinstmaestriaf","confianzareinstdoctoradom","confianzareinstdoctoradof","confianzanoreinstparcialm","confianzanoreinstparcialf","confianzanoreinstcompletom","confianzanoreinstcompletof","confianzanoreinstnograduadom","confianzanoreinstnograduadof","confianzanoreinstgraduadom","confianzanoreinstgraduadof","confianzanoreinstpostsecundariom","confianzanoreinstpostsecundariof","confianzanoreinstasociadom","confianzanoreinstasociadof","confianzanoreinstbachm","confianzanoreinstbachf","confianzanoreinstgradosprom","confianzanoreinstgradosprof","confianzanoreinstmaestriam","confianzanoreinstmaestriaf","confianzanoreinstdoctoradom","confianzanoreinstdoctoradof","transitorioparcialm","transitorioparcialf","transitoriocompletom","transitoriocompletof","transitorionograduadom","transitorionograduadof","transitoriograduadom","transitoriograduadof","transitoriopostsecundariom","transitoriopostsecundariof","transitorioasociadom","transitorioasociadof","transitoriobachm","transitoriobachf","transitoriogradosprom","transitoriogradosprof","transitoriomaestriam","transitoriomaestriaf","transitoriodoctoradom","transitoriodoctoradof","irregularparcialm","irregularparcialf","irregularcompletom","irregularcompletof","irregularnograduadom","irregularnograduadof","irregulargraduadom","irregulargraduadof","irregularpostsecundariom","irregularpostsecundariof","irregularasociadom","irregularasociadof","irregularbachm","irregularbachf","irregulargradosprom","irregulargradosprof","irregularmaestriam","irregularmaestriaf","irregulardoctoradom","irregulardoctoradof","otrosparcialm","otrosparcialf","otroscompletom","otroscompletof","otrosnograduadom","otrosnograduadof","otrosgraduadom","otrosgraduadof","otrospostsecundariom","otrospostsecundariof","otrosasociadom","otrosasociadof","otrosbachm","otrosbachf","otrosgradosprom","otrosgradosprof","otrosmaestriam","otrosmaestriaf","otrosdoctoradom","otrosdoctoradof","nuevom","nuevof","reingresadom","reingresadof","ascendidom","ascendidof","trasladadom","trasladadof","reinstaladom","reinstaladof","habilitadom","habilitadof","renunciantem","renunciantef","cesanteadom","cesanteadof","terminocontratom","terminocontratof","destituidom","destituidof","retiradom","retiradof","impedimentosinacomodom","impedimentosinacomodof","impedimentoacomodom","impedimentoacomodof","pensionadotransitoriom","pensionadotransitoriof","pensionadocontratom","pensionadocontratof","discrimenedadm","discrimenedadf","discrimenimpedimentom","discrimenimpedimentof","discrimenpoliticom","discrimenpoliticof","discrimenreligiosom","discrimenreligiosof","discrimensexom","discrimensexof","discrimennacionalidadm","discrimennacionalidadf","discrimenorientacionsexualm","discrimenorientacionsexualf","discrimenotrom","discrimenotrof","retribucionmrangoa","retribucionfrangoa","retribucionmrangob","retribucionfrangob","retribucionmrangoc","retribucionfrangoc","retribucionmrangod","retribucionfrangod","retribucionmrangoe","retribucionfrangoe","retribucionmrangof","retribucionfrangof","retribucionmrangog","retribucionfrangog","retribucionmrangoh","retribucionfrangoh","retribucionmrangoi","retribucionfrangoi","retribucionmrangoj","retribucionfrangoj","retribucionmrangok","retribucionfrangok","anosserviciomrangoa","anosserviciofrangoa","anosserviciomrangob","anosserviciofrangob","anosserviciomrangoc","anosserviciofrangoc","anosserviciomrangod","anosserviciofrangod","anosserviciomrangoe","anosserviciofrangoe","anosserviciomrangof","anosserviciofrangof","anosserviciomrangog","anosserviciofrangog","anosserviciomrangoh","anosserviciofrangoh","anosserviciomrangoi","anosserviciofrangoi","edadmrangoa","edadfrangoa","edadmrangob","edadfrangob","edadmrangoc","edadfrangoc","edadmrangod","edadfrangod","edadmrangoe","edadfrangoe","edadmrangof","edadfrangof","edadmrangog","edadfrangog","edadmrangoh","edadfrangoh","preparadonombre","preparadopuesto"
"1459","Oficina del Gobernador","2012-2013","Oficina de la Procuradora de las Personas Pensionados y de la Tercera Edad","2014-02-06T00:00:00.000","2014-02-07T00:00:00.000","1","0","0","28","95","1","0","2","10","0","0","2","4","18","60","1","1","5","19","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","5","0","0","2","0","0","0","0","1","0","1","0","2","0","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","7","25","0","0","1","1","0","0","0","1","0","0","1","5","0","3","0","0","0","1","1","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","26","14","41","7","21","2","7","0","2","1","1","1","1","0","3","0","1","0","0","10","37","17","51","3","5","1","5","1","4","0","0","0","1","0","0","0","0","0","0","0","1","11","24","9","44","7","25","5","9","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1463","Oficina del Gobernador","2013-2014","Junta de Calidad Ambiental","2015-01-14T00:00:00.000","2015-01-14T00:00:00.000","1","0","0","114","147","0","1","12","10","14","7","1","9","76","87","0","0","8","28","3","5","0","0","7","5","0","0","1","0","1","0","0","0","4","3","0","0","1","0","0","2","0","0","3","6","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","4","0","0","9","27","1","0","2","4","0","3","1","1","4","14","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3","10","6","20","21","35","44","38","34","42","10","21","5","9","7","7","2","2","0","0","17","46","7","10","40","40","37","45","17","30","13","13","2","0","0","1","0","0","0","0","0","2","14","18","56","83","49","65","14","17","0","0","0","0","Lymari Flores Rodríguez","Analista Gerencial en Administración de Recursos Humanos"
"1463","Oficina del Gobernador","2012-2013","Junta de Calidad Ambiental","2014-01-10T00:00:00.000","2014-02-05T00:00:00.000","1","0","0","118","152","0","1","24","17","2","1","1","9","78","88","2","5","9","29","2","2","0","0","4","4","0","0","2","0","0","0","0","0","2","3","0","1","0","0","0","0","0","0","3","6","0","0","0","0","0","0","0","0","1","0","0","3","3","2","0","0","0","0","3","19","0","0","1","8","1","0","0","2","1","7","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","43","0","0","1","3","0","0","5","6","0","0","6","17","9","32","0","0","0","0","6","6","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","15","6","16","37","47","47","48","15","21","10","21","6","9","3","3","0","0","1","1","0","0","16","43","17","12","41","52","26","34","18","31","11","7","0","2","0","0","0","0","0","0","0","2","21","24","53","86","47","53","10","14","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1464","Corporaciones públicas","2013-2014","Centro de Recaudación de Ingresos Municipales","2015-02-03T00:00:00.000","2015-02-04T00:00:00.000","1","0","0","133","280","0","0","14","55","0","0","21","40","91","176","4","5","3","4","0","0","0","0","4","6","0","0","0","0","0","0","0","1","4","5","0","0","0","0","0","0","0","0","6","10","0","0","0","0","0","0","0","0","5","4","2","2","1","2","0","0","0","0","13","44","0","0","5","21","0","0","0","0","7","23","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","12","0","0","1","5","0","0","0","0","0","0","3","4","0","0","0","0","0","0","2","6","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","55","43","123","44","87","17","27","16","9","2","5","4","7","3","1","1","2","7","3","54","125","14","47","29","76","47","73","3","10","4","5","2","1","1","2","1","2","12","3","16","25","18","56","56","145","43","78","22","20","0","2","0","0","Lcda. Marigloria Rivera Cruz","Directora de Recursos Humanos"
"1464","Corporaciones públicas","2014-2015","Centro de Recaudación de Ingresos Municipales","2016-02-09T00:00:00.000","2016-02-09T00:00:00.000","1","0","0","123","275","0","0","11","20","7","28","11","30","85","182","0","0","7","11","2","4","0","0","6","5","0","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","0","0","6","10","0","0","1","1","0","0","0","0","4","5","0","0","0","1","1","3","0","0","33","69","0","0","6","15","2","2","2","2","22","45","0","0","1","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","31","0","0","0","1","0","0","0","0","0","0","6","15","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","65","48","135","47","97","18","29","14","11","1","8","6","6","2","2","2","3","6","4","42","103","34","98","33","81","34","40","24","38","0","0","0","0","0","0","0","0","0","0","3","15","36","77","53","156","51","87","23","25","1","0","0","0","Lcda. Lydiari Rivera Colon","Directora de Recursos Humanos"
"1464","Corporaciones públicas","2012-2013","Centro de Recaudación de Ingresos Municipales","2014-02-07T00:00:00.000","2014-02-11T00:00:00.000","1","0","0","140","293","0","0","16","58","0","0","21","40","96","186","4","5","3","4","0","0","0","0","4","6","0","0","0","0","0","0","0","1","4","5","0","0","0","0","0","0","0","0","6","5","0","0","0","0","0","0","0","0","3","3","2","1","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","3","1","0","1","4","0","0","18","21","0","3","2","1","1","1","18","11","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","30","39","120","46","92","17","26","15","9","2","5","4","7","3","1","1","2","4","1","41","78","14","47","29","76","47","73","3","10","4","5","2","0","0","2","0","2","0","0","0","0","17","54","55","145","43","78","21","18","0","2","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1465","Oficina del Gobernador","2013-2014","Oficina Estatal de Conservación Histórica","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","1","0","0","7","10","0","0","1","0","1","2","0","1","2","5","0","0","1","3","0","1","0","0","2","4","0","0","0","0","0","1","1","0","1","0","0","0","0","2","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","4","0","2","3","3","2","3","1","0","1","0","0","1","0","2","2","5","0","1","5","5","0","2","3","2","0","1","0","0","0","0","0","0","0","0","0","0","2","4","3","6","5","2","0","3","0","1","0","0","Katherine Navarro Cirino","Directora de Recursos Humanos"
"1465","Oficina del Gobernador","2014-2015","Oficina Estatal de Conservación Histórica","2016-01-26T00:00:00.000","2016-01-27T00:00:00.000","1","0","0","7","10","0","0","1","0","1","2","0","1","2","5","0","0","3","1","0","1","0","0","2","4","0","0","0","0","0","1","1","1","0","0","0","0","1","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","4","0","2","3","3","2","3","2","0","0","0","0","1","0","2","2","5","0","1","5","5","0","2","2","2","1","0","0","1","0","0","0","0","0","0","0","0","2","2","3","7","4","3","1","3","0","1","0","0","Katherine Navarro Cirino","Directora de Recursos Humanos"
"1465","Oficina del Gobernador","2012-2013","Oficina Estatal de Conservación Histórica","2014-01-22T00:00:00.000","2014-01-27T00:00:00.000","1","0","0","10","12","0","0","1","0","1","3","2","1","3","4","0","0","3","4","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","2","1","3","3","2","4","0","0","1","0","0","1","0","1","1","2","2","1","2","3","2","2","2","3","1","1","0","0","0","0","0","0","0","0","0","0","1","1","3","4","6","3","0","3","0","1","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1467","Departamentos y Agencias","2012-2013","Consejo de Desarrollo Ocupacional y Recursos Humanos","2014-02-03T00:00:00.000","2014-02-06T00:00:00.000","1","1","0","37","63","1","1","11","10","1","4","2","5","13","25","1","3","9","15","0","0","0","0","4","7","0","0","1","0","0","0","0","0","2","3","0","2","1","2","0","0","0","0","2","4","0","0","1","1","0","0","0","0","0","1","1","1","0","1","0","0","0","0","7","8","0","0","7","1","0","0","0","0","1","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","11","0","0","1","1","3","5","2","5","1","0","36","31","0","0","0","0","0","0","7","13","5","8","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","5","2","4","3","9","22","6","10","10","16","7","14","3","5","2","3","1","5","11","10","5","6","17","35","7","8","10","9","2","12","0","0","0","1","0","0","0","0","1","0","7","10","22","34","17","29","5","6","0","2","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1516","Oficina del Gobernador","2014-2015","Oficina del Procurador del Veterano del Estado Libre Asociado de Puerto Rico","2016-02-03T00:00:00.000","2016-02-03T00:00:00.000","1","0","0","3","8","0","0","1","1","0","0","0","3","2","4","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","5","0","3","0","0","0","0","0","1","0","0","1","0","1","0","2","1","0","0","0","1","2","3","1","2","2","1","0","3","0","0","0","0","0","0","0","0","1","1","1","3","4","4","1","2","0","1","0","0","Luz I. Garcia Lopez","Oficial de Nóminas"
"1516","Oficina del Gobernador","2012-2013","Oficina del Procurador del Veterano de Puerto Rico",,,,"0","0","6","10","0","0","1","0","0","0","0","4","3","6","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","6","0","2","1","0","0","1","0","1","0","0","1","0","1","0","2","1","0","1","1","2","1","4","1","0","1","2","0","0","0","0","0","0","0","0","1","0","0","2","3","4","1","3","1","1","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1521","Departamentos y Agencias","2013-2014","Cuerpo de Emergencias Médicas del Estado Libre Asociado de Puerto Rico","2015-02-06T00:00:00.000","2015-02-18T00:00:00.000","1","0","0","510","139","0","0","0","0","497","135","0","0","9","2","1","0","3","2","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","4","0","0","0","0","0","1","0","0","0","0","1","1","0","2","0","0","0","0","98","53","0","0","0","0","98","53","0","0","0","0","0","0","0","0","0","0","0","0","4","11","0","0","0","2","3","6","1","0","0","3","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","0","0","0","0","0","1","0","0","2","0","0","40","37","0","0","0","0","1","0","1","0","0","0","11","8","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121","38","94","57","342","81","19","6","42","6","9","2","0","2","0","1","0","1","0","1","106","65","177","59","158","45","96","20","73","10","6","3","1","0","3","0","0","0","0","0","19","3","145","65","260","76","163","37","42","9","3","0","0","0","Georgina Carrasquillo","Directora de Recursos Humanos"
"1521","Departamentos y Agencias","2014-2015","Cuerpo de Emergencias Médicas del Estado Libre Asociado de Puerto Rico","2016-02-16T00:00:00.000","2016-02-16T00:00:00.000","1","0","0","612","199","0","0","0","0","604","193","2","0","0","2","1","0","4","5","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2","2","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","131","55","0","0","0","0","131","54","0","0","0","0","0","0","0","1","0","0","0","0","9","17","0","0","0","1","9","13","0","1","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","31","14","0","0","0","0","0","0","0","0","0","0","35","20","2","1","4","6","1","0","2","2","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","13","233","95","299","69","41","28","17","3","8","3","4","2","0","1","1","0","0","1","129","68","61","25","193","64","148","47","9","2","71","12","6","2","1","0","0","0","0","0","18","3","143","62","254","87","161","37","41","9","2","0","0","0","Georgina Carrasquillo","Oficial Administrativo"
"1521","Departamentos y Agencias","2015-2016","Cuerpo de Emergencias Médicas del Estado Libre Asociado de Puerto Rico","2017-02-06T00:00:00.000","2017-02-10T00:00:00.000","1","0","0","595","194","0","0","0","1","569","172","10","8","11","9","1","0","4","4","0","0","0","0","2","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","152","64","0","0","0","0","153","61","0","0","1","1","0","0","0","0","0","0","0","0","9","17","0","0","0","0","8","13","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","18","0","0","11","2","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","2","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","10","210","110","240","52","73","23","33","3","14","2","1","2","0","0","0","1","0","0","56","80","60","38","190","58","142","50","12","4","75","10","4","1","0","1","0","0","0","0","7","5","132","52","242","82","162","41","42","12","3","1","0","0","Georgina Carrasquillo","Oficial Administrativo"
"1521","Departamentos y Agencias","2012-2013","Cuerpo de Emergencias Médicas de Puerto Rico","2014-02-07T00:00:00.000","2014-02-07T00:00:00.000","1","0","0","481","182","0","0","0","0","361","148","79","20","38","14","0","0","3","0","0","0","0","0","1","2","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","72","19","0","0","0","0","72","19","0","0","0","0","0","0","0","0","0","0","0","0","3","7","0","0","0","0","3","4","0","1","0","2","0","0","0","0","0","0","0","0","2","2","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","31","15","0","0","5","1","7","3","0","0","78","26","24","4","0","0","1","0","0","0","2","1","0","0","2","1","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","126","53","163","55","247","54","7","38","18","3","5","4","1","1","0","1","0","0","0","1","69","18","187","64","148","20","158","18","30","6","50","4","4","1","0","0","0","0","0","0","28","6","101","70","266","76","151","33","37","6","3","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1524","Oficina del Gobernador","2013-2014","Oficina del Coordinador General para el Financiamiento Socio-Económico y la Autogestión","2015-02-04T00:00:00.000","2015-02-04T00:00:00.000","1","0","0","16","27","0","0","2","1","0","0","2","1","8","14","1","0","3","11","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","8","5","0","0","1","0","0","0","1","0","4","2","1","0","1","3","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","27","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","13","21","3","4","3","1","4","5","1","1","1","0","0","0","0","1","18","32","1","1","2","1","5","1","0","1","1","1","0","0","0","0","0","0","0","0","0","1","8","11","9","15","8","10","1","1","0","0","0","0","Aileen De Jesus Lora","Directora de Recursos Humanos"
"1524","Oficina del Gobernador","2014-2015","Oficina del Coordinador General para el Financiamiento Socio-Económico y la Autogestión","2016-02-08T00:00:00.000","2016-02-08T00:00:00.000","1","0","0","14","30","0","0","3","0","0","1","1","1","7","16","1","0","2","12","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","9","3","0","0","1","0","2","0","0","0","3","1","1","0","2","2","0","0","1","0","1","3","0","0","1","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","1","0","0","0","2","3","0","0","2","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","5","10","21","4","4","2","1","4","5","1","1","1","0","0","0","0","2","15","31","4","1","1","0","4","3","0","2","1","1","0","0","0","0","0","0","0","0","0","1","8","9","9","16","7","10","1","2","0","0","0","0","Aileen De Jesus Lora","Directora de Recursos Humanos"
"1524","Oficina del Gobernador","2012-2013","Oficina del Coordinador General para el Financiamiento Socioeconómico y la Autogestión","2014-02-13T00:00:00.000","2014-02-14T00:00:00.000","1","0","0","8","9","0","0","1","0","0","0","2","0","4","5","0","0","1","4","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","7","4","0","0","1","0","1","0","1","0","3","2","0","0","1","1","0","1","1","1","10","5","0","0","5","3","0","0","1","0","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","7","0","0","1","0","1","2","0","0","0","0","10","6","12","8","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","11","8","2","2","1","1","5","3","0","2","2","0","0","0","0","2","13","11","3","2","5","2","5","4","0","1","1","1","0","0","0","0","0","0","0","0","3","2","8","9","10","5","5","4","1","1","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1526","Oficina del Gobernador","2013-2014","Oficina para Asuntos de Seguridad Pública","2015-02-12T00:00:00.000","2015-02-13T00:00:00.000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","10","0","0","0","0","0","0","0","1","5","6","0","1","1","2","0","0","1","4","0","0","0","1","0","0","0","0","0","0","1","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","3","2","2","1","1","0","0","1","0","0","0","4","8","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","7","3","1","0","0","0","0","0","0","Beatriz Burgos","Oficial de Finanzas"
"1526","Oficina del Gobernador","2014-2015","Oficina para Asuntos de Seguridad Pública","2016-02-05T00:00:00.000","2016-02-05T00:00:00.000","1","0","0","3","8","0","0","0","0","0","0","0","0","1","3","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","8","0","0","0","0","0","0","0","0","1","3","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","3","2","0","0","1","0","0","0","1","2","6","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","3","1","1","1","0","0","0","0","0","Beatriz Burgos","Oficial de Finanzas"
