"region_name","district_name","municipality","school_code","school_name","final_grad_rate_subgroup","total_graduated","total_cohort","final_grad_rate"
"ARECIBO","CAMUY","LARES","11593","GABRIELA MISTRAL","OTRO ORIGEN ÉTNICO","0","0","0"
"ARECIBO","CAMUY","LARES","11593","GABRIELA MISTRAL","FEMENINO","19","23","82.6"
"ARECIBO","CAMUY","LARES","11593","GABRIELA MISTRAL","MASCULINO","14","21","66.66"
"ARECIBO","CAMUY","LARES","11643","DOMINGO APONTE COLLAZO","TODOS LOS ESTUDIANTES","170","288","59.02"
"ARECIBO","CAMUY","LARES","11643","DOMINGO APONTE COLLAZO","IMPEDIDOS","13","41","31.7"
"ARECIBO","CAMUY","LARES","11643","DOMINGO APONTE COLLAZO","POR DEBAJO DEL NIVEL DE POBREZA","107","199","53.76"
"ARECIBO","CAMUY","LARES","11643","DOMINGO APONTE COLLAZO","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","0","1","0"
"ARECIBO","CAMUY","LARES","11643","DOMINGO APONTE COLLAZO","PUERTORRIQUEÑOS","160","276","57.97"
"ARECIBO","CAMUY","LARES","11643","DOMINGO APONTE COLLAZO","HISPANOS NO PUERTORRIQUEÑOS","10","12","83.33"
"ARECIBO","CAMUY","LARES","11643","DOMINGO APONTE COLLAZO","BLANCOS NO HISPANOS","0","0","0"
"ARECIBO","CAMUY","LARES","11643","DOMINGO APONTE COLLAZO","OTRO ORIGEN ÉTNICO","0","0","0"
"ARECIBO","CAMUY","LARES","11643","DOMINGO APONTE COLLAZO","FEMENINO","97","146","66.43"
"ARECIBO","CAMUY","LARES","11643","DOMINGO APONTE COLLAZO","MASCULINO","73","142","51.4"
"ARECIBO","MANATI","MANATI","12088","FERNANDO CALLEJO","TODOS LOS ESTUDIANTES","123","191","64.39"
"ARECIBO","MANATI","MANATI","12088","FERNANDO CALLEJO","IMPEDIDOS","20","28","71.42"
"ARECIBO","MANATI","MANATI","12088","FERNANDO CALLEJO","POR DEBAJO DEL NIVEL DE POBREZA","94","150","62.66"
"ARECIBO","MANATI","MANATI","12088","FERNANDO CALLEJO","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","0","0","0"
"ARECIBO","MANATI","MANATI","12088","FERNANDO CALLEJO","PUERTORRIQUEÑOS","122","185","65.94"
"ARECIBO","MANATI","MANATI","12088","FERNANDO CALLEJO","HISPANOS NO PUERTORRIQUEÑOS","0","1","0"
"ARECIBO","MANATI","MANATI","12088","FERNANDO CALLEJO","BLANCOS NO HISPANOS","0","0","0"
"ARECIBO","MANATI","MANATI","12088","FERNANDO CALLEJO","OTRO ORIGEN ÉTNICO","1","5","20"
"ARECIBO","MANATI","MANATI","12088","FERNANDO CALLEJO","FEMENINO","63","105","60"
"ARECIBO","MANATI","MANATI","12088","FERNANDO CALLEJO","MASCULINO","60","86","69.76"
"BAYAMON","OROCOVIS","MOROVIS","12377","JAIME A. COLLAZO DEL RIO","TODOS LOS ESTUDIANTES","192","256","75"
"BAYAMON","OROCOVIS","MOROVIS","12377","JAIME A. COLLAZO DEL RIO","IMPEDIDOS","31","59","52.54"
"BAYAMON","OROCOVIS","MOROVIS","12377","JAIME A. COLLAZO DEL RIO","POR DEBAJO DEL NIVEL DE POBREZA","144","198","72.72"
"BAYAMON","OROCOVIS","MOROVIS","12377","JAIME A. COLLAZO DEL RIO","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","1","1","100"
"BAYAMON","OROCOVIS","MOROVIS","12377","JAIME A. COLLAZO DEL RIO","PUERTORRIQUEÑOS","192","256","75"
"BAYAMON","OROCOVIS","MOROVIS","12377","JAIME A. COLLAZO DEL RIO","HISPANOS NO PUERTORRIQUEÑOS","0","0","0"
"BAYAMON","OROCOVIS","MOROVIS","12377","JAIME A. COLLAZO DEL RIO","BLANCOS NO HISPANOS","0","0","0"
"BAYAMON","OROCOVIS","MOROVIS","12377","JAIME A. COLLAZO DEL RIO","OTRO ORIGEN ÉTNICO","0","0","0"
"BAYAMON","OROCOVIS","MOROVIS","12377","JAIME A. COLLAZO DEL RIO","FEMENINO","101","123","82.11"
"BAYAMON","OROCOVIS","MOROVIS","12377","JAIME A. COLLAZO DEL RIO","MASCULINO","91","133","68.42"
"ARECIBO","CAMUY","QUEBRADILLAS","12930","JUAN ALEJO ARIZMENDI","TODOS LOS ESTUDIANTES","172","207","83.09"
"ARECIBO","CAMUY","QUEBRADILLAS","12930","JUAN ALEJO ARIZMENDI","IMPEDIDOS","38","53","71.69"
"ARECIBO","CAMUY","QUEBRADILLAS","12930","JUAN ALEJO ARIZMENDI","POR DEBAJO DEL NIVEL DE POBREZA","129","157","82.16"
"ARECIBO","CAMUY","QUEBRADILLAS","12930","JUAN ALEJO ARIZMENDI","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","0","0","0"
"ARECIBO","CAMUY","QUEBRADILLAS","12930","JUAN ALEJO ARIZMENDI","PUERTORRIQUEÑOS","171","206","83"
"ARECIBO","CAMUY","QUEBRADILLAS","12930","JUAN ALEJO ARIZMENDI","HISPANOS NO PUERTORRIQUEÑOS","1","1","100"
"ARECIBO","CAMUY","QUEBRADILLAS","12930","JUAN ALEJO ARIZMENDI","BLANCOS NO HISPANOS","0","0","0"
"ARECIBO","CAMUY","QUEBRADILLAS","12930","JUAN ALEJO ARIZMENDI","OTRO ORIGEN ÉTNICO","0","0","0"
"ARECIBO","CAMUY","QUEBRADILLAS","12930","JUAN ALEJO ARIZMENDI","FEMENINO","90","107","84.11"
"ARECIBO","CAMUY","QUEBRADILLAS","12930","JUAN ALEJO ARIZMENDI","MASCULINO","82","100","82"
"PONCE","UTUADO","UTUADO","13318","JOSE VIZCARRONDO (SU ANGELES)","TODOS LOS ESTUDIANTES","32","38","84.21"
"PONCE","UTUADO","UTUADO","13318","JOSE VIZCARRONDO (SU ANGELES)","IMPEDIDOS","3","4","75"
"PONCE","UTUADO","UTUADO","13318","JOSE VIZCARRONDO (SU ANGELES)","POR DEBAJO DEL NIVEL DE POBREZA","23","28","82.14"
"PONCE","UTUADO","UTUADO","13318","JOSE VIZCARRONDO (SU ANGELES)","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","0","0","0"
"PONCE","UTUADO","UTUADO","13318","JOSE VIZCARRONDO (SU ANGELES)","PUERTORRIQUEÑOS","32","38","84.21"
"PONCE","UTUADO","UTUADO","13318","JOSE VIZCARRONDO (SU ANGELES)","HISPANOS NO PUERTORRIQUEÑOS","0","0","0"
"PONCE","UTUADO","UTUADO","13318","JOSE VIZCARRONDO (SU ANGELES)","BLANCOS NO HISPANOS","0","0","0"
"PONCE","UTUADO","UTUADO","13318","JOSE VIZCARRONDO (SU ANGELES)","OTRO ORIGEN ÉTNICO","0","0","0"
"PONCE","UTUADO","UTUADO","13318","JOSE VIZCARRONDO (SU ANGELES)","FEMENINO","13","17","76.47"
"PONCE","UTUADO","UTUADO","13318","JOSE VIZCARRONDO (SU ANGELES)","MASCULINO","19","21","90.47"
"PONCE","UTUADO","UTUADO","13425","LUIS MUÑOZ RIVERA","TODOS LOS ESTUDIANTES","98","173","56.64"
"PONCE","UTUADO","UTUADO","13425","LUIS MUÑOZ RIVERA","IMPEDIDOS","4","15","26.66"
"PONCE","UTUADO","UTUADO","13425","LUIS MUÑOZ RIVERA","POR DEBAJO DEL NIVEL DE POBREZA","51","108","47.22"
"PONCE","UTUADO","UTUADO","13425","LUIS MUÑOZ RIVERA","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","0","1","0"
"PONCE","UTUADO","UTUADO","13425","LUIS MUÑOZ RIVERA","PUERTORRIQUEÑOS","98","172","56.97"
"PONCE","UTUADO","UTUADO","13425","LUIS MUÑOZ RIVERA","HISPANOS NO PUERTORRIQUEÑOS","0","1","0"
"PONCE","UTUADO","UTUADO","13425","LUIS MUÑOZ RIVERA","BLANCOS NO HISPANOS","0","0","0"
"PONCE","UTUADO","UTUADO","13425","LUIS MUÑOZ RIVERA","OTRO ORIGEN ÉTNICO","0","0","0"
"PONCE","UTUADO","UTUADO","13425","LUIS MUÑOZ RIVERA","FEMENINO","52","78","66.66"
"PONCE","UTUADO","UTUADO","13425","LUIS MUÑOZ RIVERA","MASCULINO","46","95","48.42"
"ARECIBO","VEGA ALTA","VEGA BAJA","13912","NUEVA BRIGIDA ALVAREZ (ESPECIALIZADA)","TODOS LOS ESTUDIANTES","56","58","96.55"
"ARECIBO","VEGA ALTA","VEGA BAJA","13912","NUEVA BRIGIDA ALVAREZ (ESPECIALIZADA)","IMPEDIDOS","0","0","0"
"ARECIBO","VEGA ALTA","VEGA BAJA","13912","NUEVA BRIGIDA ALVAREZ (ESPECIALIZADA)","POR DEBAJO DEL NIVEL DE POBREZA","16","17","94.11"
"ARECIBO","VEGA ALTA","VEGA BAJA","13912","NUEVA BRIGIDA ALVAREZ (ESPECIALIZADA)","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","0","0","0"
"ARECIBO","VEGA ALTA","VEGA BAJA","13912","NUEVA BRIGIDA ALVAREZ (ESPECIALIZADA)","PUERTORRIQUEÑOS","54","56","96.42"
"ARECIBO","VEGA ALTA","VEGA BAJA","13912","NUEVA BRIGIDA ALVAREZ (ESPECIALIZADA)","HISPANOS NO PUERTORRIQUEÑOS","2","2","100"
"ARECIBO","VEGA ALTA","VEGA BAJA","13912","NUEVA BRIGIDA ALVAREZ (ESPECIALIZADA)","BLANCOS NO HISPANOS","0","0","0"
"ARECIBO","VEGA ALTA","VEGA BAJA","13912","NUEVA BRIGIDA ALVAREZ (ESPECIALIZADA)","OTRO ORIGEN ÉTNICO","0","0","0"
"ARECIBO","VEGA ALTA","VEGA BAJA","13912","NUEVA BRIGIDA ALVAREZ (ESPECIALIZADA)","FEMENINO","36","37","97.29"
"ARECIBO","VEGA ALTA","VEGA BAJA","13912","NUEVA BRIGIDA ALVAREZ (ESPECIALIZADA)","MASCULINO","20","21","95.23"
"ARECIBO","ARECIBO","ARECIBO I","14241","TRINA PADILLA DE SANZ","TODOS LOS ESTUDIANTES","51","117","43.58"
"ARECIBO","ARECIBO","ARECIBO I","14241","TRINA PADILLA DE SANZ","IMPEDIDOS","13","35","37.14"
"ARECIBO","ARECIBO","ARECIBO I","14241","TRINA PADILLA DE SANZ","POR DEBAJO DEL NIVEL DE POBREZA","32","82","39.02"
"ARECIBO","ARECIBO","ARECIBO I","14241","TRINA PADILLA DE SANZ","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","0","0","0"
"ARECIBO","ARECIBO","ARECIBO I","14241","TRINA PADILLA DE SANZ","PUERTORRIQUEÑOS","51","116","43.96"
"ARECIBO","ARECIBO","ARECIBO I","14241","TRINA PADILLA DE SANZ","HISPANOS NO PUERTORRIQUEÑOS","0","1","0"
"ARECIBO","ARECIBO","ARECIBO I","14241","TRINA PADILLA DE SANZ","BLANCOS NO HISPANOS","0","0","0"
"ARECIBO","ARECIBO","ARECIBO I","14241","TRINA PADILLA DE SANZ","OTRO ORIGEN ÉTNICO","0","0","0"
"ARECIBO","ARECIBO","ARECIBO I","14241","TRINA PADILLA DE SANZ","FEMENINO","21","53","39.62"
"ARECIBO","ARECIBO","ARECIBO I","14241","TRINA PADILLA DE SANZ","MASCULINO","30","64","46.87"
"BAYAMON","OROCOVIS","OROCOVIS","14340","SUPERIOR ALBERTO MELENDEZ TORRES","TODOS LOS ESTUDIANTES","140","170","82.35"
"BAYAMON","OROCOVIS","OROCOVIS","14340","SUPERIOR ALBERTO MELENDEZ TORRES","IMPEDIDOS","20","31","64.51"
"BAYAMON","OROCOVIS","OROCOVIS","14340","SUPERIOR ALBERTO MELENDEZ TORRES","POR DEBAJO DEL NIVEL DE POBREZA","96","119","80.67"
"BAYAMON","OROCOVIS","OROCOVIS","14340","SUPERIOR ALBERTO MELENDEZ TORRES","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","2","2","100"
"BAYAMON","OROCOVIS","OROCOVIS","14340","SUPERIOR ALBERTO MELENDEZ TORRES","PUERTORRIQUEÑOS","132","160","82.5"
"BAYAMON","OROCOVIS","OROCOVIS","14340","SUPERIOR ALBERTO MELENDEZ TORRES","HISPANOS NO PUERTORRIQUEÑOS","8","10","80"
"BAYAMON","OROCOVIS","OROCOVIS","14340","SUPERIOR ALBERTO MELENDEZ TORRES","BLANCOS NO HISPANOS","0","0","0"
"BAYAMON","OROCOVIS","OROCOVIS","14340","SUPERIOR ALBERTO MELENDEZ TORRES","OTRO ORIGEN ÉTNICO","0","0","0"
"BAYAMON","OROCOVIS","OROCOVIS","14340","SUPERIOR ALBERTO MELENDEZ TORRES","FEMENINO","60","73","82.19"
"BAYAMON","OROCOVIS","OROCOVIS","14340","SUPERIOR ALBERTO MELENDEZ TORRES","MASCULINO","80","97","82.47"
"BAYAMON","OROCOVIS","OROCOVIS","14357","JOSE ROJAS CORTES","TODOS LOS ESTUDIANTES","114","145","78.62"
"BAYAMON","OROCOVIS","OROCOVIS","14357","JOSE ROJAS CORTES","IMPEDIDOS","20","29","68.96"
"BAYAMON","OROCOVIS","OROCOVIS","14357","JOSE ROJAS CORTES","POR DEBAJO DEL NIVEL DE POBREZA","88","114","77.19"
"BAYAMON","OROCOVIS","OROCOVIS","14357","JOSE ROJAS CORTES","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","0","1","0"
"BAYAMON","OROCOVIS","OROCOVIS","14357","JOSE ROJAS CORTES","PUERTORRIQUEÑOS","110","138","79.71"
"BAYAMON","OROCOVIS","OROCOVIS","14357","JOSE ROJAS CORTES","HISPANOS NO PUERTORRIQUEÑOS","4","6","66.66"
"BAYAMON","OROCOVIS","OROCOVIS","14357","JOSE ROJAS CORTES","BLANCOS NO HISPANOS","0","0","0"
"BAYAMON","OROCOVIS","OROCOVIS","14357","JOSE ROJAS CORTES","OTRO ORIGEN ÉTNICO","0","1","0"
"BAYAMON","OROCOVIS","OROCOVIS","14357","JOSE ROJAS CORTES","FEMENINO","71","87","81.6"
"BAYAMON","OROCOVIS","OROCOVIS","14357","JOSE ROJAS CORTES","MASCULINO","43","58","74.13"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15248","FRANCISCO MENDOZA","TODOS LOS ESTUDIANTES","135","243","55.55"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15248","FRANCISCO MENDOZA","IMPEDIDOS","29","69","42.02"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15248","FRANCISCO MENDOZA","POR DEBAJO DEL NIVEL DE POBREZA","94","180","52.22"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15248","FRANCISCO MENDOZA","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","0","1","0"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15248","FRANCISCO MENDOZA","PUERTORRIQUEÑOS","129","235","54.89"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15248","FRANCISCO MENDOZA","HISPANOS NO PUERTORRIQUEÑOS","6","8","75"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15248","FRANCISCO MENDOZA","BLANCOS NO HISPANOS","0","0","0"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15248","FRANCISCO MENDOZA","OTRO ORIGEN ÉTNICO","0","0","0"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15248","FRANCISCO MENDOZA","FEMENINO","69","113","61.06"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15248","FRANCISCO MENDOZA","MASCULINO","66","130","50.76"
"ARECIBO","ARECIBO","ARECIBO II","15784","ABELARDO MARTINEZ OTERO","TODOS LOS ESTUDIANTES","148","162","91.35"
"ARECIBO","ARECIBO","ARECIBO II","15784","ABELARDO MARTINEZ OTERO","IMPEDIDOS","16","16","100"
"ARECIBO","ARECIBO","ARECIBO II","15784","ABELARDO MARTINEZ OTERO","POR DEBAJO DEL NIVEL DE POBREZA","84","92","91.3"
"ARECIBO","ARECIBO","ARECIBO II","15784","ABELARDO MARTINEZ OTERO","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","0","0","0"
"ARECIBO","ARECIBO","ARECIBO II","15784","ABELARDO MARTINEZ OTERO","PUERTORRIQUEÑOS","143","157","91.08"
"ARECIBO","ARECIBO","ARECIBO II","15784","ABELARDO MARTINEZ OTERO","HISPANOS NO PUERTORRIQUEÑOS","5","5","100"
"ARECIBO","ARECIBO","ARECIBO II","15784","ABELARDO MARTINEZ OTERO","BLANCOS NO HISPANOS","0","0","0"
"ARECIBO","ARECIBO","ARECIBO II","15784","ABELARDO MARTINEZ OTERO","OTRO ORIGEN ÉTNICO","0","0","0"
"ARECIBO","ARECIBO","ARECIBO II","15784","ABELARDO MARTINEZ OTERO","FEMENINO","97","107","90.65"
"ARECIBO","ARECIBO","ARECIBO II","15784","ABELARDO MARTINEZ OTERO","MASCULINO","51","55","92.72"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15792","DR. HERIBERTO DOMENECH","TODOS LOS ESTUDIANTES","157","210","74.76"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15792","DR. HERIBERTO DOMENECH","IMPEDIDOS","11","21","52.38"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15792","DR. HERIBERTO DOMENECH","POR DEBAJO DEL NIVEL DE POBREZA","91","125","72.8"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15792","DR. HERIBERTO DOMENECH","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","0","0","0"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15792","DR. HERIBERTO DOMENECH","PUERTORRIQUEÑOS","155","201","77.11"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15792","DR. HERIBERTO DOMENECH","HISPANOS NO PUERTORRIQUEÑOS","2","9","22.22"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15792","DR. HERIBERTO DOMENECH","BLANCOS NO HISPANOS","0","0","0"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15792","DR. HERIBERTO DOMENECH","OTRO ORIGEN ÉTNICO","0","0","0"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15792","DR. HERIBERTO DOMENECH","FEMENINO","90","120","75"
"MAYAGUEZ","SAN SEBASTIAN","ISABELA","15792","DR. HERIBERTO DOMENECH","MASCULINO","67","90","74.44"
"ARECIBO","MANATI","CIALES","17319","JUAN ANTONIO CORRETJER","TODOS LOS ESTUDIANTES","159","246","64.63"
"ARECIBO","MANATI","CIALES","17319","JUAN ANTONIO CORRETJER","IMPEDIDOS","20","46","43.47"
"ARECIBO","MANATI","CIALES","17319","JUAN ANTONIO CORRETJER","POR DEBAJO DEL NIVEL DE POBREZA","109","180","60.55"
"ARECIBO","MANATI","CIALES","17319","JUAN ANTONIO CORRETJER","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","0","2","0"
"ARECIBO","MANATI","CIALES","17319","JUAN ANTONIO CORRETJER","PUERTORRIQUEÑOS","151","231","65.36"
"ARECIBO","MANATI","CIALES","17319","JUAN ANTONIO CORRETJER","HISPANOS NO PUERTORRIQUEÑOS","7","12","58.33"
"ARECIBO","MANATI","CIALES","17319","JUAN ANTONIO CORRETJER","BLANCOS NO HISPANOS","0","1","0"
"ARECIBO","MANATI","CIALES","17319","JUAN ANTONIO CORRETJER","OTRO ORIGEN ÉTNICO","1","2","50"
"ARECIBO","MANATI","CIALES","17319","JUAN ANTONIO CORRETJER","FEMENINO","92","124","74.19"
"ARECIBO","MANATI","CIALES","17319","JUAN ANTONIO CORRETJER","MASCULINO","67","122","54.91"
"ARECIBO","CAMUY","CAMUY","17327","SUPERIOR MIGUEL F. SANTIAGO ECHEGARAY","TODOS LOS ESTUDIANTES","95","126","75.39"
"ARECIBO","CAMUY","CAMUY","17327","SUPERIOR MIGUEL F. SANTIAGO ECHEGARAY","IMPEDIDOS","8","15","53.33"
"ARECIBO","CAMUY","CAMUY","17327","SUPERIOR MIGUEL F. SANTIAGO ECHEGARAY","POR DEBAJO DEL NIVEL DE POBREZA","67","96","69.79"
"ARECIBO","CAMUY","CAMUY","17327","SUPERIOR MIGUEL F. SANTIAGO ECHEGARAY","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","1","1","100"
"ARECIBO","CAMUY","CAMUY","17327","SUPERIOR MIGUEL F. SANTIAGO ECHEGARAY","PUERTORRIQUEÑOS","87","116","75"
"ARECIBO","CAMUY","CAMUY","17327","SUPERIOR MIGUEL F. SANTIAGO ECHEGARAY","HISPANOS NO PUERTORRIQUEÑOS","8","10","80"
"ARECIBO","CAMUY","CAMUY","17327","SUPERIOR MIGUEL F. SANTIAGO ECHEGARAY","BLANCOS NO HISPANOS","0","0","0"
"ARECIBO","CAMUY","CAMUY","17327","SUPERIOR MIGUEL F. SANTIAGO ECHEGARAY","OTRO ORIGEN ÉTNICO","0","0","0"
"ARECIBO","CAMUY","CAMUY","17327","SUPERIOR MIGUEL F. SANTIAGO ECHEGARAY","FEMENINO","44","58","75.86"
"ARECIBO","CAMUY","CAMUY","17327","SUPERIOR MIGUEL F. SANTIAGO ECHEGARAY","MASCULINO","51","68","75"
"ARECIBO","MANATI","MANATI","17350","PETRA CORRETJER DE ONEILL","TODOS LOS ESTUDIANTES","172","279","61.64"
"ARECIBO","MANATI","MANATI","17350","PETRA CORRETJER DE ONEILL","IMPEDIDOS","13","32","40.62"
"ARECIBO","MANATI","MANATI","17350","PETRA CORRETJER DE ONEILL","POR DEBAJO DEL NIVEL DE POBREZA","103","172","59.88"
"ARECIBO","MANATI","MANATI","17350","PETRA CORRETJER DE ONEILL","LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL","1","2","50"
"ARECIBO","MANATI","MANATI","17350","PETRA CORRETJER DE ONEILL","PUERTORRIQUEÑOS","171","276","61.95"
"ARECIBO","MANATI","MANATI","17350","PETRA CORRETJER DE ONEILL","HISPANOS NO PUERTORRIQUEÑOS","0","0","0"
"ARECIBO","MANATI","MANATI","17350","PETRA CORRETJER DE ONEILL","BLANCOS NO HISPANOS","0","0","0"
"ARECIBO","MANATI","MANATI","17350","PETRA CORRETJER DE ONEILL","OTRO ORIGEN ÉTNICO","1","3","33.33"
"ARECIBO","MANATI","MANATI","17350","PETRA CORRETJER DE ONEILL","FEMENINO","75","121","61.98"
"ARECIBO","MANATI","MANATI","17350","PETRA CORRETJER DE ONEILL","MASCULINO","97","158","61.39"
"ARECIBO","CAMUY","QUEBRADILLAS","17368","MANUEL RAMOS HERNANDEZ","TODOS LOS ESTUDIANTES","183","206","88.83"
"ARECIBO","CAMUY","QUEBRADILLAS","17368","MANUEL RAMOS HERNANDEZ","IMPEDIDOS","24","30","80"
"ARECIBO","CAMUY","QUEBRADILLAS","17368","MANUEL RAMOS HERNANDEZ","POR DEBAJO DEL NIVEL DE POBREZA","132","150","88"
